topic,epoch,temperature,n_samples,n_bg_docs,cos_bart_to_bg,cos_samples_to_bg_mean,cos_samples_to_bg_sem
Health,10,0.5,5,1000,0.8887316957116127,0.7988265112042428,0.056859885594710016
Nature,10,0.5,5,1000,0.9043594375252724,0.8857551947236061,0.009792646558458585
Politics,10,0.5,5,1000,0.9951028153300285,0.9951028153300285,0.0
Sport,10,0.5,5,1000,0.9366772547364235,0.9158637240529061,0.012355278928013505
Universe,10,0.5,5,1000,1.1261730641126633,1.1347930610179902,0.010840515512563422
