epoch,mean,sem,n
1,0.8283163865605627,0.00934060005120503,50
2,0.7826516430484467,0.00899809275671205,50
3,0.7794874115610329,0.008454518908350066,50
4,0.7929782107090014,0.008959048680249226,50
5,0.7724934589033512,0.012545189753288269,50
6,0.6502470308611368,0.03287982886782577,50
7,0.624310619534536,0.03365658910060349,50
8,0.4784397304618703,0.033868303809488874,50
9,0.38519321108812454,0.042840165006954846,50
10,0.3453461524969576,0.04374930411358851,50
