temp,mean,sem,n
0.0,0.6578696262699231,0.12630449042048028,5
0.1,0.7724934589033512,0.012545189753288269,50
0.5,0.7651054217339412,0.01577083052234446,50
1.0,0.7761415615856626,0.01207839157208203,50
1.5,0.8273092479190243,0.010539554207941457,50
