Layer index,PC1,PC2,Grid x,Grid y,Run index
0,0.2099382047395292,0.009624214004836344,1,1,6
0,-0.1873406118221276,-0.032624078926173514,1,2,6
0,0.1800117281084773,0.010378235981682523,2,0,6
0,-0.19637957624143695,-0.009755819595172502,2,1,6
0,0.1558902775153944,-0.004377335966215948,2,2,6
0,-0.06230740755408115,-0.16143795290077023,0,0,7
0,0.1201511113133966,-0.23770679807520745,0,1,7
0,-0.19571068149470647,-0.0462551213202626,0,2,7
0,0.24011412927336498,-0.1874848593432471,1,0,7
0,-0.21054829697625574,-0.11823778651864755,1,1,7
0,0.19438680199649613,0.05204581912657698,1,2,7
0,-0.24008146581660697,0.019658603400189167,2,0,7
0,0.21857429111917992,-0.09073617442908029,2,1,7
0,-0.21631022437770298,0.10265459056894799,2,2,7
0,-0.21133057146594497,-0.08942137784741584,0,0,8
0,0.2012465368441111,-0.07364558252409213,0,1,8
0,-0.15258474845553735,0.014736557013650224,0,2,8
0,0.21180550245807286,-0.11802737961210685,1,0,8
0,-0.21059055807559254,0.2330271444295666,1,1,8
0,0.19446694209303947,0.1952472760944108,1,2,8
0,-0.19414183015995698,-0.09871305868342423,2,0,8
0,0.2059020911624671,0.12434566743640685,2,1,8
0,-0.15330052426654636,-0.13002507996700857,2,2,8
0,0.20533702637925647,-0.022878328280401657,0,0,9
0,-0.20727534677524875,0.06570551855348192,0,1,9
0,0.2170501665710445,0.16431909172627904,0,2,9
0,-0.157687572250315,0.041581579979993365,1,0,9
0,0.20966906699793528,-0.14798473505284876,1,1,9
0,-0.20618031906446294,0.1343496338006314,1,2,9
0,0.17777665570178286,-0.09759591579089251,2,0,9
0,-0.2219921921520747,0.11580597328459535,2,1,9
0,0.23336667832388677,0.05368750415337863,2,2,9
0,0.1855903514958068,-0.04855864343170275,0,0,10
0,-0.20845587869515997,0.01567458051712572,0,1,10
0,0.19541699831748496,-0.08583221192889673,0,2,10
0,-0.23602404012380063,0.22056629041986275,1,0,10
0,0.19466907102645578,0.05553342855167985,1,1,10
0,-0.16973654869806173,-0.006933284764602015,1,2,10
0,0.2514622907295702,0.04803527776083363,2,0,10
0,-0.22234325385360826,-0.12642995317384553,2,1,10
0,0.2043483491034602,-0.17613947773208335,2,2,10
0,0.20041208500684904,0.07432880380886153,0,0,11
0,-0.2428611430307161,-0.177041817279387,0,1,11
0,0.10846226008427977,-0.09183687419506108,0,2,11
0,-0.22990826562042876,-0.09184349419506428,1,0,11
0,0.20635241734586465,0.02820535982855289,1,1,11
0,-0.16282077468930353,-0.21850525518478234,1,2,11
0,0.21567405625411787,0.15165422884661311,2,0,11
0,-0.2175122479722933,-0.1880757028474422,2,1,11
0,0.15708182772967547,-0.2551101061618695,2,2,11
0,0.21424349385353844,0.12357056472103922,0,0,12
0,-0.2334926947873837,-0.08403856418706374,0,1,12
0,0.1844467754260719,0.08883985230956314,0,2,12
0,-0.22294420992673009,0.10802031769507926,1,0,12
0,0.19523479065084623,-0.21209739581113485,1,1,12
0,-0.19594201073010212,0.04864682943246942,1,2,12
0,0.21140938707582502,-0.008233457569803426,2,0,12
0,-0.20171657588130254,0.04222752129197231,2,1,12
0,0.19680108441669752,-0.184314948438522,2,2,12
