PC1,PC2,series,Point type
0.11950050294399261,-0.13418054580688477,Health,Background
0.08484308421611786,-0.07201851904392242,Health,Background
-0.22882120311260223,0.08287843316793442,Health,Background
-0.18835987150669098,-0.16882124543190002,Health,Background
-0.15026149153709412,-0.22145038843154907,Health,Background
-0.15808428823947906,-0.1946021318435669,Health,Background
-0.009262409061193466,-0.09541551768779755,Health,Background
0.074358269572258,-0.010051395744085312,Health,Background
-0.16622401773929596,-0.21944203972816467,Health,Background
-0.17901678383350372,-0.15056993067264557,Health,Background
-0.16773758828639984,-0.052300065755844116,Health,Background
-0.057200852781534195,-0.1172209307551384,Health,Background
-0.15546394884586334,-0.08041885495185852,Health,Background
-0.22882120311260223,0.08287843316793442,Health,Background
-0.03414979204535484,-0.225660502910614,Health,Background
-0.10259316861629486,-0.23485597968101501,Health,Background
