PC1,PC2,series,Point type
0.03567872196435928,0.40514591336250305,Nature,Background
-0.05824056640267372,0.4179796874523163,Nature,Background
0.02760603278875351,0.41572579741477966,Nature,Background
0.07275087386369705,0.4563271105289459,Nature,Background
0.1437867283821106,0.4785277545452118,Nature,Background
-0.13702070713043213,0.3957118093967438,Nature,Background
-0.18622662127017975,0.255525678396225,Nature,Background
0.08993877470493317,0.2902694046497345,Nature,Background
-0.06099338456988335,0.2877647578716278,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
0.1652088165283203,0.5778546929359436,Nature,Background
-0.20983575284481049,0.264191597700119,Nature,Background
0.13991151750087738,0.4245339632034302,Nature,Background
0.06850565969944,0.44341322779655457,Nature,Background
0.15857470035552979,0.47589829564094543,Nature,Background
-0.2209094911813736,0.3272530734539032,Nature,Background
0.11448304355144501,0.45018842816352844,Nature,Background
0.04152834415435791,0.44040152430534363,Nature,Background
0.11525465548038483,0.5358757376670837,Nature,Background
-0.22628365457057953,0.29688671231269836,Nature,Background
-0.17099790275096893,0.26416468620300293,Nature,Background
0.07882524281740189,0.31829309463500977,Nature,Background
0.039541635662317276,0.4097646474838257,Nature,Background
0.08852481096982956,0.40491896867752075,Nature,Background
0.060917437076568604,0.3478964865207672,Nature,Background
0.01238672249019146,0.45423683524131775,Nature,Background
0.11106482148170471,0.47187742590904236,Nature,Background
0.10372467339038849,0.44970354437828064,Nature,Background
0.0392066091299057,0.4724487364292145,Nature,Background
0.007281353697180748,0.21700218319892883,Nature,Background
-0.24332307279109955,0.23665693402290344,Nature,Background
0.013408882543444633,0.4938689172267914,Nature,Background
-0.07092040777206421,0.3873024582862854,Nature,Background
-0.03908736631274223,0.46976813673973083,Nature,Background
0.15208454430103302,0.5272926688194275,Nature,Background
-0.09692792594432831,0.2453347146511078,Nature,Background
0.11684960126876831,0.4311812222003937,Nature,Background
0.17060090601444244,0.1218949630856514,Nature,Background
-0.005092315375804901,0.41957804560661316,Nature,Background
0.0547143779695034,0.43878504633903503,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
0.008438384160399437,0.3713087737560272,Nature,Background
0.0732467770576477,0.5013604760169983,Nature,Background
0.033235035836696625,0.48221293091773987,Nature,Background
-0.05150705203413963,0.3089887797832489,Nature,Background
-0.031488317996263504,0.3090970814228058,Nature,Background
0.01949910819530487,0.408944696187973,Nature,Background
0.0147620290517807,0.4858876168727875,Nature,Background
-0.004770353436470032,0.02889472246170044,Nature,Background
0.09684647619724274,0.37024006247520447,Nature,Background
-0.12140372395515442,0.3326111137866974,Nature,Background
0.01924441009759903,0.4417485296726227,Nature,Background
0.16438479721546173,0.3824296295642853,Nature,Background
-0.03161969408392906,0.36380138993263245,Nature,Background
0.06391200423240662,0.47049519419670105,Nature,Background
0.032262172549963,0.40653693675994873,Nature,Background
-0.15086664259433746,0.46510258316993713,Nature,Background
-0.0036467984318733215,0.3040112555027008,Nature,Background
-0.2631400227546692,0.28832104802131653,Nature,Background
-0.011529617011547089,0.43990060687065125,Nature,Background
0.14858832955360413,0.4833877980709076,Nature,Background
0.12997600436210632,0.45714113116264343,Nature,Background
0.11830583214759827,0.49066874384880066,Nature,Background
0.1871049851179123,0.3389487564563751,Nature,Background
0.17437054216861725,0.3192683160305023,Nature,Background
0.17990867793560028,0.4044744670391083,Nature,Background
0.058461762964725494,0.459102600812912,Nature,Background
-0.24049340188503265,0.22661256790161133,Nature,Background
0.07472747564315796,0.39031174778938293,Nature,Background
0.07067988067865372,0.4360140264034271,Nature,Background
-0.04737106338143349,0.523165762424469,Nature,Background
-0.04449911788105965,0.45276281237602234,Nature,Background
-0.18232248723506927,0.3476385176181793,Nature,Background
0.05218871682882309,0.29361599683761597,Nature,Background
-0.11110368371009827,0.26724669337272644,Nature,Background
0.13637001812458038,0.3814198672771454,Nature,Background
-0.20843733847141266,0.22719526290893555,Nature,Background
0.07549776136875153,0.4584963619709015,Nature,Background
-0.0009063445031642914,0.3574921190738678,Nature,Background
-0.33316534757614136,0.26089876890182495,Nature,Background
-0.0018173716962337494,0.379025399684906,Nature,Background
0.1397947520017624,0.3509454131126404,Nature,Background
-0.10807040333747864,0.2661464810371399,Nature,Background
-0.012665461748838425,0.11860238760709763,Nature,Background
0.12667587399482727,0.4268680512905121,Nature,Background
0.06444007158279419,0.4820883572101593,Nature,Background
-0.08656264841556549,0.4151114821434021,Nature,Background
-0.1243150532245636,0.3100860118865967,Nature,Background
0.1628333479166031,0.21054545044898987,Nature,Background
0.05682585388422012,0.49539074301719666,Nature,Background
0.17498719692230225,0.2810693085193634,Nature,Background
-0.22149710357189178,0.2633201479911804,Nature,Background
-0.0987868458032608,0.1764589548110962,Nature,Background
-0.0038785524666309357,0.5480365753173828,Nature,Background
0.048496175557374954,0.27794551849365234,Nature,Background
0.15235267579555511,0.5226877331733704,Nature,Background
-0.0017394684255123138,0.18783310055732727,Nature,Background
0.06161150336265564,0.33924034237861633,Nature,Background
0.12461328506469727,0.41646865010261536,Nature,Background
-0.21252672374248505,0.10578113049268723,Nature,Background
-0.05833969637751579,0.23669284582138062,Nature,Background
0.15847241878509521,0.42884406447410583,Nature,Background
-0.03509921953082085,0.36259081959724426,Nature,Background
-0.12533751130104065,0.3099152147769928,Nature,Background
0.1583620309829712,0.14478576183319092,Nature,Background
0.10860736668109894,0.4080955684185028,Nature,Background
-0.0654933750629425,0.43526366353034973,Nature,Background
-0.30270060896873474,0.22652709484100342,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
0.09125460684299469,0.5314045548439026,Nature,Background
0.032262172549963,0.40653693675994873,Nature,Background
0.1355670690536499,0.3982711732387543,Nature,Background
0.0983046293258667,0.4748779833316803,Nature,Background
0.11265236139297485,0.5382799506187439,Nature,Background
0.06963887810707092,0.49930354952812195,Nature,Background
-0.011446747928857803,0.4792458713054657,Nature,Background
0.05932816490530968,0.5001072883605957,Nature,Background
0.1281394213438034,0.3651106655597687,Nature,Background
-0.2921346426010132,0.22923508286476135,Nature,Background
-0.10087649524211884,0.37456053495407104,Nature,Background
-0.01737864315509796,0.35425040125846863,Nature,Background
0.07737544924020767,0.4290864169597626,Nature,Background
0.006135925650596619,0.31565287709236145,Nature,Background
-0.10718987882137299,0.30151376128196716,Nature,Background
0.12549197673797607,0.3379787504673004,Nature,Background
0.07625994831323624,0.2970292866230011,Nature,Background
-0.04311041906476021,0.43851563334465027,Nature,Background
-0.010678030550479889,0.4589798152446747,Nature,Background
0.14858832955360413,0.4833877980709076,Nature,Background
-0.24108968675136566,0.16520461440086365,Nature,Background
0.09368967264890671,0.37081626057624817,Nature,Background
-0.12916363775730133,0.3499405086040497,Nature,Background
-0.06957301497459412,0.28325095772743225,Nature,Background
0.060854628682136536,0.48514196276664734,Nature,Background
0.0582507848739624,0.4262789487838745,Nature,Background
0.0850256085395813,0.49568888545036316,Nature,Background
0.05452587082982063,0.5221571922302246,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
0.1689688116312027,0.11899691075086594,Nature,Background
0.12241064012050629,0.4199114143848419,Nature,Background
0.12567709386348724,0.3093070685863495,Nature,Background
0.038734614849090576,0.09652980417013168,Nature,Background
-0.03560032323002815,0.4204745590686798,Nature,Background
0.12141576409339905,0.46150240302085876,Nature,Background
-0.26175767183303833,0.17259463667869568,Nature,Background
-0.06610926985740662,0.24864116311073303,Nature,Background
-0.06401433050632477,0.3776788115501404,Nature,Background
-0.20501990616321564,0.14455029368400574,Nature,Background
0.2650952637195587,0.3340650498867035,Nature,Background
-0.09897831082344055,0.41646912693977356,Nature,Background
0.1147080808877945,0.3524976074695587,Nature,Background
-0.007643569260835648,0.3272426426410675,Nature,Background
-0.2671433687210083,0.31505391001701355,Nature,Background
-0.04216178134083748,0.48115554451942444,Nature,Background
0.14858832955360413,0.4833877980709076,Nature,Background
-0.017353717237710953,0.38738033175468445,Nature,Background
-0.0018778108060359955,0.12346937507390976,Nature,Background
0.13355188071727753,0.4506305158138275,Nature,Background
0.13116835057735443,0.4104432165622711,Nature,Background
0.07822362333536148,0.4933246672153473,Nature,Background
-0.05759190395474434,0.49356409907341003,Nature,Background
0.06477402150630951,0.3230166733264923,Nature,Background
0.032262172549963,0.40653693675994873,Nature,Background
-0.244346484541893,0.2679120600223541,Nature,Background
0.08274547755718231,0.49324116110801697,Nature,Background
-0.18870669603347778,0.2540515065193176,Nature,Background
-0.04757728800177574,0.41835203766822815,Nature,Background
0.040456097573041916,0.5185766816139221,Nature,Background
0.11042818427085876,0.4031091630458832,Nature,Background
-0.1903892308473587,0.2561202943325043,Nature,Background
-0.11649440228939056,0.37558597326278687,Nature,Background
-0.13101215660572052,0.3535344898700714,Nature,Background
-0.052614498883485794,0.4049220681190491,Nature,Background
-0.000992070883512497,0.49324676394462585,Nature,Background
0.13057735562324524,0.47387251257896423,Nature,Background
-0.02817423641681671,0.4345405399799347,Nature,Background
0.132999449968338,0.3376181721687317,Nature,Background
-0.15631189942359924,0.3232692778110504,Nature,Background
0.08095508813858032,0.5245904326438904,Nature,Background
0.13980920612812042,0.3908226788043976,Nature,Background
0.19302941858768463,0.39648160338401794,Nature,Background
0.018872147426009178,0.23794904351234436,Nature,Background
0.05751721188426018,0.4716906249523163,Nature,Background
-0.10100604593753815,0.10050848871469498,Nature,Background
-0.007643569260835648,0.3272426426410675,Nature,Background
-0.2703409492969513,0.3375524580478668,Nature,Background
0.1184798926115036,0.5319681167602539,Nature,Background
-0.12816168367862701,0.14244097471237183,Nature,Background
-0.03470855578780174,0.08745164424180984,Nature,Background
-0.1749541312456131,0.35983946919441223,Nature,Background
-0.014829356223344803,0.41741904616355896,Nature,Background
0.13123168051242828,0.4239548146724701,Nature,Background
0.09019818902015686,0.4401165544986725,Nature,Background
-0.1028367131948471,0.34229424595832825,Nature,Background
-0.001170661300420761,0.3552764356136322,Nature,Background
0.042683329433202744,0.44633933901786804,Nature,Background
-0.0433042086660862,0.43535760045051575,Nature,Background
-0.011529076844453812,0.41253602504730225,Nature,Background
0.10622555017471313,0.41574499011039734,Nature,Background
0.1187005341053009,0.21649545431137085,Nature,Background
0.10704222321510315,0.4147897958755493,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
-0.29945945739746094,0.25198763608932495,Nature,Background
0.02234780043363571,0.45277902483940125,Nature,Background
0.17498719692230225,0.2810693085193634,Nature,Background
-0.0522012822329998,0.36679211258888245,Nature,Background
-0.008433457463979721,0.46089252829551697,Nature,Background
0.2628318667411804,0.43509575724601746,Nature,Background
-0.26569533348083496,0.2860676944255829,Nature,Background
0.1358003318309784,0.3996783196926117,Nature,Background
0.05157094821333885,0.42045995593070984,Nature,Background
0.1104373186826706,0.460450679063797,Nature,Background
-0.041810255497694016,0.42541739344596863,Nature,Background
-0.07539521157741547,0.48828527331352234,Nature,Background
0.11275230348110199,0.4053170084953308,Nature,Background
0.09636348485946655,0.4134964048862457,Nature,Background
-0.013069391250610352,0.3428744971752167,Nature,Background
-0.23917393386363983,0.242496520280838,Nature,Background
-0.021731939166784286,0.4231303632259369,Nature,Background
-0.05846790596842766,0.3428432047367096,Nature,Background
0.09773042798042297,0.1985146701335907,Nature,Background
-0.04009716585278511,0.36652353405952454,Nature,Background
0.060533516108989716,0.3780367374420166,Nature,Background
0.015021458268165588,0.5152749419212341,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
0.1089591532945633,0.42438557744026184,Nature,Background
0.06804245710372925,0.42833271622657776,Nature,Background
0.07005593180656433,0.4664880335330963,Nature,Background
0.07487066090106964,0.5471960306167603,Nature,Background
0.01768110692501068,0.39337047934532166,Nature,Background
-0.05328293517231941,0.04900549352169037,Nature,Background
-0.08984439074993134,0.4486757814884186,Nature,Background
0.07964422553777695,0.3747985363006592,Nature,Background
-0.0044044069945812225,0.5624921917915344,Nature,Background
0.14917775988578796,0.4427543580532074,Nature,Background
0.1920442134141922,0.25107070803642273,Nature,Background
0.025012580677866936,0.46354779601097107,Nature,Background
0.03393249213695526,0.17087596654891968,Nature,Background
0.011575920507311821,0.38902992010116577,Nature,Background
-0.03495573624968529,0.3508743643760681,Nature,Background
-0.004437804222106934,0.3149475157260895,Nature,Background
-0.19940628111362457,0.31097641587257385,Nature,Background
0.1518307477235794,0.48119494318962097,Nature,Background
-0.006533190608024597,0.4603171646595001,Nature,Background
0.12208813428878784,0.40156427025794983,Nature,Background
0.12012787163257599,0.43560925126075745,Nature,Background
0.13094109296798706,0.47319290041923523,Nature,Background
0.1380912959575653,0.3492354452610016,Nature,Background
-0.2648489773273468,0.21441537141799927,Nature,Background
-0.031098488718271255,0.4431634843349457,Nature,Background
-0.017543170601129532,0.4986715018749237,Nature,Background
0.137716606259346,0.36205974221229553,Nature,Background
-0.16247542202472687,0.18635088205337524,Nature,Background
-0.249013289809227,0.13467702269554138,Nature,Background
0.00029947608709335327,0.5031037926673889,Nature,Background
0.06160315126180649,0.2484894096851349,Nature,Background
-0.17351152002811432,0.3486204445362091,Nature,Background
0.06866051256656647,0.49230870604515076,Nature,Background
0.14645987749099731,0.47259029746055603,Nature,Background
0.022555846720933914,0.4266214966773987,Nature,Background
0.07057039439678192,0.32351529598236084,Nature,Background
-0.1256648451089859,0.31367918848991394,Nature,Background
-0.19222019612789154,0.33723947405815125,Nature,Background
0.14927715063095093,0.5384407639503479,Nature,Background
0.044442176818847656,0.495317667722702,Nature,Background
0.07781322300434113,0.437224417924881,Nature,Background
-0.18261796236038208,0.1788751184940338,Nature,Background
0.034619759768247604,0.515916645526886,Nature,Background
0.02477935515344143,0.5438265204429626,Nature,Background
0.2058078795671463,0.4238278269767761,Nature,Background
-0.05173527076840401,0.37719324231147766,Nature,Background
0.03612494841217995,0.49958762526512146,Nature,Background
0.0625377893447876,0.4507203996181488,Nature,Background
-0.10410045087337494,0.38750341534614563,Nature,Background
-0.051302630454301834,0.2649024426937103,Nature,Background
-0.0228535458445549,0.44619235396385193,Nature,Background
0.1030937135219574,0.5386680960655212,Nature,Background
-0.28905028104782104,0.20328673720359802,Nature,Background
-0.19770167768001556,0.2988186478614807,Nature,Background
-0.11181546747684479,0.26951083540916443,Nature,Background
0.04284805804491043,0.4095587432384491,Nature,Background
0.1230207234621048,0.3965848982334137,Nature,Background
-0.23972557485103607,0.1509724259376526,Nature,Background
-0.12052021920681,0.24717393517494202,Nature,Background
0.08482099324464798,0.3999107778072357,Nature,Background
-0.3158453404903412,0.2321714460849762,Nature,Background
-0.1901290863752365,0.3034301996231079,Nature,Background
0.007267780601978302,0.40611347556114197,Nature,Background
0.12313710153102875,0.4412313401699066,Nature,Background
-0.06787995994091034,0.439621239900589,Nature,Background
-0.028850406408309937,0.15361395478248596,Nature,Background
-0.05153915658593178,0.2773849368095398,Nature,Background
0.08320426940917969,0.4539482891559601,Nature,Background
-0.04909990355372429,0.2470134198665619,Nature,Background
0.08060652017593384,0.49523821473121643,Nature,Background
0.00029947608709335327,0.5031037926673889,Nature,Background
-0.25232163071632385,0.27128031849861145,Nature,Background
0.07067988067865372,0.4360140264034271,Nature,Background
0.09965139627456665,0.3731531798839569,Nature,Background
0.10243350267410278,0.5242259502410889,Nature,Background
0.01681648939847946,0.3501300811767578,Nature,Background
-0.02919483184814453,0.48063406348228455,Nature,Background
-0.019122745841741562,0.5085214376449585,Nature,Background
-0.06778320670127869,0.4180589020252228,Nature,Background
0.16165749728679657,0.5097431540489197,Nature,Background
0.11938799917697906,0.46359410881996155,Nature,Background
0.12532350420951843,0.46640971302986145,Nature,Background
0.09697428345680237,0.5074059367179871,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
-0.08422622084617615,0.3716888725757599,Nature,Background
0.030221085995435715,0.3221949636936188,Nature,Background
-0.1322450488805771,0.2939867377281189,Nature,Background
-0.010256167501211166,0.47185370326042175,Nature,Background
0.09044384956359863,0.5589049458503723,Nature,Background
-0.04530983045697212,0.5092571377754211,Nature,Background
0.001682966947555542,0.4428461492061615,Nature,Background
-0.14817269146442413,0.23039308190345764,Nature,Background
-0.055070240050554276,0.36252668499946594,Nature,Background
-0.06985950469970703,0.4697875678539276,Nature,Background
0.006235554814338684,0.42930418252944946,Nature,Background
0.16902048885822296,0.4724005162715912,Nature,Background
-0.19067151844501495,0.2649032771587372,Nature,Background
0.027797602117061615,0.36026531457901,Nature,Background
-0.07821227610111237,0.38583025336265564,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
0.05378490313887596,0.49000462889671326,Nature,Background
-0.09809422492980957,0.43090948462486267,Nature,Background
0.18862465023994446,0.4898938834667206,Nature,Background
-0.24982444941997528,0.3194073736667633,Nature,Background
0.1415063738822937,0.44298604130744934,Nature,Background
-0.22225157916545868,0.26136013865470886,Nature,Background
-0.31592461466789246,0.1785764992237091,Nature,Background
-0.09874133765697479,0.3698706328868866,Nature,Background
-0.04319732263684273,0.329501748085022,Nature,Background
-0.22220657765865326,0.19918689131736755,Nature,Background
0.00715765543282032,0.3663484752178192,Nature,Background
-0.2102833241224289,0.32628318667411804,Nature,Background
-0.24929623305797577,0.24907904863357544,Nature,Background
0.10362127423286438,0.4646954834461212,Nature,Background
0.0741896778345108,0.4346427023410797,Nature,Background
0.09156337380409241,0.43335774540901184,Nature,Background
0.18771164119243622,0.41076165437698364,Nature,Background
0.08306002616882324,0.3290279507637024,Nature,Background
-0.21185146272182465,0.18922314047813416,Nature,Background
0.10850304365158081,0.5001757144927979,Nature,Background
0.04356810078024864,0.2996143698692322,Nature,Background
-0.17445272207260132,0.1247098371386528,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
0.14878755807876587,0.4644644558429718,Nature,Background
0.032262172549963,0.40653693675994873,Nature,Background
-0.02134593203663826,0.4278169274330139,Nature,Background
0.04018774628639221,0.5068655610084534,Nature,Background
0.10370765626430511,0.3075036108493805,Nature,Background
0.04000862315297127,0.44678768515586853,Nature,Background
0.22429074347019196,0.3702492415904999,Nature,Background
0.020144023001194,0.40198183059692383,Nature,Background
-0.12725453078746796,0.3395887315273285,Nature,Background
0.03813696280121803,0.4880772531032562,Nature,Background
0.06888875365257263,0.40918657183647156,Nature,Background
0.06766285747289658,0.567449152469635,Nature,Background
0.17841826379299164,0.576850950717926,Nature,Background
-0.024395804852247238,0.3755125105381012,Nature,Background
0.01361115276813507,0.4261663258075714,Nature,Background
0.036291155964136124,0.48720380663871765,Nature,Background
0.03223570063710213,0.47141095995903015,Nature,Background
0.05259031057357788,0.40080592036247253,Nature,Background
-0.03369637206196785,0.3467981815338135,Nature,Background
-0.0543423630297184,0.4781350791454315,Nature,Background
-0.16929440200328827,0.1790304183959961,Nature,Background
0.09862878918647766,0.3112271726131439,Nature,Background
0.07759077847003937,0.42396771907806396,Nature,Background
-0.11526215076446533,0.27989840507507324,Nature,Background
0.009387167170643806,0.4231865704059601,Nature,Background
0.10743582248687744,0.48369845747947693,Nature,Background
-0.14995840191841125,0.28095749020576477,Nature,Background
-0.24632303416728973,0.20747315883636475,Nature,Background
0.18462906777858734,0.5183019638061523,Nature,Background
0.14858832955360413,0.4833877980709076,Nature,Background
-0.028440464287996292,0.5186492800712585,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
0.03712575510144234,0.36846670508384705,Nature,Background
0.04695160686969757,0.4682053029537201,Nature,Background
0.29297274351119995,0.3882463276386261,Nature,Background
-0.1726198047399521,0.2120169997215271,Nature,Background
0.059705402702093124,0.41280338168144226,Nature,Background
0.03332216665148735,0.4724878966808319,Nature,Background
0.15660400688648224,0.32663512229919434,Nature,Background
-0.23702265322208405,0.237129807472229,Nature,Background
0.044636186212301254,0.24536117911338806,Nature,Background
0.02465030550956726,0.49957332015037537,Nature,Background
0.006306599825620651,0.43332424759864807,Nature,Background
-0.06375652551651001,0.39806780219078064,Nature,Background
0.08405078947544098,0.41851165890693665,Nature,Background
-0.05171925947070122,0.4807908236980438,Nature,Background
0.022315382957458496,0.43071725964546204,Nature,Background
-0.14654944837093353,0.34652066230773926,Nature,Background
0.04475530982017517,0.48111090064048767,Nature,Background
0.18746455013751984,0.5157970786094666,Nature,Background
0.1202065497636795,0.4706088602542877,Nature,Background
0.01884463243186474,0.48365697264671326,Nature,Background
0.09371309727430344,0.5021049380302429,Nature,Background
-0.013522256165742874,0.4136674106121063,Nature,Background
0.0900680273771286,0.2882632315158844,Nature,Background
0.018922848626971245,0.3156454265117645,Nature,Background
-0.1319374144077301,0.13243451714515686,Nature,Background
-0.06134778633713722,0.28669726848602295,Nature,Background
-0.13043174147605896,0.1182020977139473,Nature,Background
-0.03979377821087837,0.26327022910118103,Nature,Background
0.1301916092634201,0.4073731005191803,Nature,Background
0.1359197050333023,0.49368640780448914,Nature,Background
0.03798262029886246,0.3679610788822174,Nature,Background
0.058250829577445984,0.4262789785861969,Nature,Background
-0.04059210792183876,0.13533592224121094,Nature,Background
-0.08869056403636932,0.4196871817111969,Nature,Background
0.05359679460525513,0.4377436339855194,Nature,Background
-0.044215355068445206,0.442888468503952,Nature,Background
0.15375620126724243,0.44021371006965637,Nature,Background
0.029058579355478287,0.39782172441482544,Nature,Background
-0.11620350182056427,0.47148552536964417,Nature,Background
-0.0682963877916336,0.49050506949424744,Nature,Background
-0.0044280290603637695,0.41546398401260376,Nature,Background
0.020541884005069733,0.43522879481315613,Nature,Background
0.10236124694347382,0.4260411262512207,Nature,Background
-0.12769532203674316,0.4298063814640045,Nature,Background
0.19595272839069366,0.32832446694374084,Nature,Background
0.0582507848739624,0.4262789487838745,Nature,Background
0.17340688407421112,0.4127510190010071,Nature,Background
0.10399395227432251,0.3474915325641632,Nature,Background
0.06319857388734818,0.5277960896492004,Nature,Background
-0.1883157342672348,0.3494153320789337,Nature,Background
-0.10055246949195862,0.45528706908226013,Nature,Background
0.0677713006734848,0.4045726954936981,Nature,Background
0.10067799687385559,0.4217031002044678,Nature,Background
0.032262172549963,0.40653693675994873,Nature,Background
0.1668805629014969,0.36004117131233215,Nature,Background
-0.1188221126794815,0.3938004672527313,Nature,Background
0.09377270936965942,0.45357081294059753,Nature,Background
-0.11529120802879333,0.3974641263484955,Nature,Background
0.06416623294353485,0.5642204880714417,Nature,Background
-0.306331992149353,0.2101832926273346,Nature,Background
0.064820796251297,0.4830847680568695,Nature,Background
-0.05471324548125267,0.4479639232158661,Nature,Background
0.05802050232887268,0.32177552580833435,Nature,Background
0.07638835906982422,0.41925832629203796,Nature,Background
-0.23534812033176422,0.30362191796302795,Nature,Background
0.02777041867375374,0.2691951096057892,Nature,Background
0.0013436134904623032,0.27937835454940796,Nature,Background
0.11467400193214417,0.5236099362373352,Nature,Background
-0.12725329399108887,0.2017289102077484,Nature,Background
0.03138276934623718,0.44314536452293396,Nature,Background
-0.03104325756430626,0.38175562024116516,Nature,Background
-0.06152019277215004,0.43306639790534973,Nature,Background
0.28590208292007446,0.20546892285346985,Nature,Background
-0.04227278754115105,0.5148305296897888,Nature,Background
0.15370705723762512,0.449777215719223,Nature,Background
-0.14961843192577362,0.2313517928123474,Nature,Background
-0.30748531222343445,0.2868345081806183,Nature,Background
0.03314710035920143,0.3631913959980011,Nature,Background
-0.1697685420513153,0.21926027536392212,Nature,Background
0.051269348710775375,0.471523255109787,Nature,Background
0.007001504302024841,0.4897439181804657,Nature,Background
-0.1608387976884842,0.18574589490890503,Nature,Background
0.09342186152935028,0.4180047810077667,Nature,Background
0.007011201232671738,0.3963582217693329,Nature,Background
0.007910504937171936,0.3551044762134552,Nature,Background
-0.13678081333637238,0.2893413007259369,Nature,Background
0.09964799880981445,0.45820853114128113,Nature,Background
0.0633942186832428,0.439590722322464,Nature,Background
-0.25519421696662903,0.22795188426971436,Nature,Background
0.14858832955360413,0.4833877980709076,Nature,Background
-0.23157934844493866,0.22811952233314514,Nature,Background
0.30980539321899414,0.24305251240730286,Nature,Background
0.17214609682559967,0.44400671124458313,Nature,Background
0.1168706864118576,0.4810616672039032,Nature,Background
0.05247894302010536,0.5240283608436584,Nature,Background
-0.05740845575928688,0.37553539872169495,Nature,Background
0.0600876584649086,0.4763320982456207,Nature,Background
-0.0008898414671421051,0.4763607680797577,Nature,Background
-0.11787626147270203,0.373513787984848,Nature,Background
0.17345981299877167,0.2952120900154114,Nature,Background
-0.10470022261142731,0.3217121958732605,Nature,Background
0.01134820468723774,0.47255417704582214,Nature,Background
-0.14123444259166718,0.3250882625579834,Nature,Background
0.05552581325173378,0.378539115190506,Nature,Background
0.0582507848739624,0.4262789487838745,Nature,Background
-0.003947295248508453,0.46436038613319397,Nature,Background
0.17364643514156342,0.5140838027000427,Nature,Background
-0.01189301535487175,0.43468204140663147,Nature,Background
0.07775382697582245,0.29929426312446594,Nature,Background
0.03198053687810898,0.4716279208660126,Nature,Background
-0.31187087297439575,0.18822792172431946,Nature,Background
-0.2625652849674225,0.2994062602519989,Nature,Background
-0.07797962427139282,0.5198373198509216,Nature,Background
0.07556237280368805,0.3617919981479645,Nature,Background
0.12026362121105194,0.3811768889427185,Nature,Background
-0.18210797011852264,0.34940019249916077,Nature,Background
0.08617997169494629,0.3135734498500824,Nature,Background
0.1268720030784607,0.45161959528923035,Nature,Background
0.10371631383895874,0.3869185745716095,Nature,Background
0.0582507848739624,0.4262789487838745,Nature,Background
0.0582507848739624,0.4262789487838745,Nature,Background
-0.17220155894756317,0.3460151255130768,Nature,Background
-0.2649043798446655,0.08546224981546402,Nature,Background
0.13717132806777954,0.2878222167491913,Nature,Background
0.15127231180667877,0.144963800907135,Nature,Background
-0.19572044909000397,0.12187855690717697,Nature,Background
0.014957113191485405,0.3678627908229828,Nature,Background
0.09330727159976959,0.4740799367427826,Nature,Background
-0.00040169060230255127,0.3123658001422882,Nature,Background
-0.08515258133411407,0.27559512853622437,Nature,Background
0.08682487905025482,0.4284854233264923,Nature,Background
0.10069134831428528,0.4863998591899872,Nature,Background
-0.0805211216211319,0.3851518929004669,Nature,Background
-0.061143938452005386,0.36706244945526123,Nature,Background
-0.007994022220373154,0.5111624598503113,Nature,Background
0.03352895379066467,0.4430440366268158,Nature,Background
-0.08341343700885773,0.40214863419532776,Nature,Background
0.0258997343480587,0.5591311454772949,Nature,Background
0.04700777679681778,0.3758293688297272,Nature,Background
-0.10762658715248108,0.14641687273979187,Nature,Background
0.1692059487104416,0.3436407744884491,Nature,Background
0.05523602291941643,0.3263183832168579,Nature,Background
-0.2455599159002304,0.2634013593196869,Nature,Background
0.0985160619020462,0.09499987214803696,Nature,Background
0.04444149136543274,0.5079601407051086,Nature,Background
-0.0228535458445549,0.44619235396385193,Nature,Background
0.14795129001140594,0.3638049364089966,Nature,Background
0.04537127912044525,0.4798371493816376,Nature,Background
0.06884341686964035,0.4244851768016815,Nature,Background
0.07736998051404953,0.5246708989143372,Nature,Background
0.16555620729923248,0.3617956340312958,Nature,Background
-0.005176059901714325,0.37489238381385803,Nature,Background
-0.09462359547615051,0.32767704129219055,Nature,Background
0.017230324447155,0.3654904365539551,Nature,Background
0.07261362671852112,0.40985462069511414,Nature,Background
-0.0061018019914627075,0.3539164066314697,Nature,Background
-0.03265019878745079,0.4961083233356476,Nature,Background
0.07679736614227295,0.5160146355628967,Nature,Background
-0.08281503617763519,0.30838415026664734,Nature,Background
0.010875463485717773,0.29232704639434814,Nature,Background
-0.10721255838871002,0.2943994700908661,Nature,Background
0.06859400123357773,0.4714251458644867,Nature,Background
0.04382834956049919,0.36123308539390564,Nature,Background
0.03308548405766487,0.1981920301914215,Nature,Background
0.07395584881305695,0.36165517568588257,Nature,Background
-0.10095539689064026,0.46669039130210876,Nature,Background
-0.12533751130104065,0.3099152147769928,Nature,Background
-0.2286609262228012,0.14684709906578064,Nature,Background
0.05628388002514839,0.4660918414592743,Nature,Background
-0.21116693317890167,0.3344118893146515,Nature,Background
0.04545248672366142,0.20752105116844177,Nature,Background
