Temperature,Frac. new words,SEM
0.0,0.09523809523809523,0.09523809523809522
0.1,0.20981940905031504,0.027121478141579256
0.5,0.18980070018213357,0.023596826759927376
1.0,0.335569950653192,0.019756938640865303
1.5,0.47778799297990765,0.011117854591947177
