Model,Grid distance,Representation distance
GPT-2,1,45.856300354003906
GPT-2,1,36.44406509399414
GPT-2,1,46.531211853027344
GPT-2,1,40.41555404663086
GPT-2,1,47.477474212646484
GPT-2,1,53.71110153198242
GPT-2,1,47.63871765136719
GPT-2,1,53.81522750854492
GPT-2,1,57.63568878173828
GPT-2,1,178.98028564453125
GPT-2,1,53.340206146240234
GPT-2,1,49.33280563354492
GPT-2,1,191.59425354003906
GPT-2,1,54.29399490356445
GPT-2,1,180.0890350341797
GPT-2,1,49.937713623046875
GPT-2,1,56.88175582885742
GPT-2,1,63.20948791503906
GPT-2,1,38.795780181884766
GPT-2,1,58.15428161621094
GPT-2,1,282.7622985839844
GPT-2,1,53.789817810058594
GPT-2,1,300.09344482421875
GPT-2,1,40.70521926879883
GPT-2,1,292.5103454589844
GPT-2,1,288.55316162109375
GPT-2,1,51.87060546875
GPT-2,1,66.68634033203125
GPT-2,1,59.60607147216797
GPT-2,1,264.7362060546875
GPT-2,1,70.53104400634766
GPT-2,1,249.4751434326172
GPT-2,1,266.87158203125
GPT-2,1,52.65196990966797
GPT-2,1,51.050193786621094
GPT-2,1,45.603816986083984
GPT-2,1,48.055057525634766
GPT-2,1,43.67024230957031
GPT-2,1,47.194236755371094
GPT-2,1,47.7174186706543
GPT-2,1,42.040557861328125
GPT-2,1,60.23297119140625
GPT-2,1,71.97416687011719
GPT-2,1,48.75592803955078
GPT-2,1,51.150875091552734
GPT-2,1,45.99232864379883
GPT-2,1,58.23605728149414
GPT-2,1,61.5578727722168
GPT-2,1,48.86325454711914
GPT-2,1,50.84978103637695
GPT-2,1,223.162353515625
GPT-2,1,49.38301086425781
GPT-2,1,218.27032470703125
GPT-2,1,43.13019561767578
GPT-2,1,52.995201110839844
GPT-2,1,54.19809341430664
GPT-2,1,283.1921691894531
GPT-2,1,48.256248474121094
GPT-2,1,285.7255554199219
GPT-2,1,56.1700553894043
GPT-2,1,290.64227294921875
GPT-2,1,282.6604919433594
GPT-2,1,52.24930191040039
GPT-2,1,46.14390182495117
GPT-2,1,55.41902542114258
GPT-2,1,53.91733932495117
GPT-2,1,51.858524322509766
GPT-2,1,328.0205993652344
GPT-2,1,41.866668701171875
GPT-2,1,334.0249938964844
GPT-2,1,47.80123519897461
GPT-2,1,51.480899810791016
GPT-2,1,50.7365608215332
GPT-2,1,32.63728332519531
GPT-2,1,66.82247924804688
GPT-2,1,48.40617752075195
GPT-2,1,60.02305603027344
GPT-2,1,47.358089447021484
GPT-2,1,127.04216003417969
GPT-2,1,49.704349517822266
GPT-2,1,45.54092025756836
GPT-2,1,57.95652770996094
GPT-2,1,125.03388977050781
GPT-2,1,123.70441436767578
GPT-2,1,56.4231071472168
GPT-2,1,68.58047485351562
GPT-2,1,48.86792755126953
GPT-2,1,65.67850494384766
GPT-2,1,59.566505432128906
GPT-2,1,60.309505462646484
GPT-2,1,45.320228576660156
GPT-2,1,74.553466796875
GPT-2,1,62.44063186645508
GPT-2,1,326.1195068359375
GPT-2,1,62.2294807434082
GPT-2,1,46.70186233520508
GPT-2,1,345.766845703125
GPT-2,1,69.93724060058594
GPT-2,1,341.2962646484375
GPT-2,1,40.19886016845703
GPT-2,1,46.63801193237305
GPT-2,1,58.444847106933594
GPT-2,1,165.02650451660156
GPT-2,1,67.73272705078125
GPT-2,1,58.92580795288086
GPT-2,1,53.45627975463867
GPT-2,1,166.97329711914062
GPT-2,1,173.86468505859375
GPT-2,1,53.7252197265625
GPT-2,1,51.07140350341797
GPT-2,1,54.156734466552734
GPT-2,1,47.07774353027344
GPT-2,1,57.58749008178711
GPT-2,1,57.89541244506836
GPT-2,1,62.100669860839844
GPT-2,1,52.67963409423828
GPT-2,1,50.28118133544922
GPT-2,1,254.71730041503906
GPT-2,1,37.533592224121094
GPT-2,1,37.077266693115234
GPT-2,1,252.48204040527344
GPT-2,1,50.63164138793945
GPT-2,1,241.84304809570312
GPT-2,1,48.3881721496582
GPT-2,1,56.1292839050293
GPT-2,1,63.658668518066406
GPT-2,1,70.7109146118164
GPT-2,1,46.76362228393555
GPT-2,1,52.84870147705078
GPT-2,1,57.41621780395508
GPT-2,1,61.96377944946289
GPT-2,1,50.58192443847656
GPT-2,1,53.312896728515625
GPT-2,1,51.93521499633789
GPT-2,1,338.58514404296875
GPT-2,1,53.85852813720703
GPT-2,1,332.0190734863281
GPT-2,1,49.95460891723633
GPT-2,1,48.38850784301758
GPT-2,1,48.79422378540039
GPT-2,1,201.06556701660156
GPT-2,1,46.772274017333984
GPT-2,1,201.33749389648438
GPT-2,1,53.48351287841797
GPT-2,1,202.26837158203125
GPT-2,1,196.74705505371094
GPT-2,1,53.82533645629883
GPT-2,1,57.331298828125
GPT-2,1,49.92148208618164
GPT-2,1,49.424293518066406
GPT-2,1,48.65883255004883
GPT-2,1,56.6317024230957
GPT-2,1,219.34486389160156
GPT-2,1,46.32937240600586
GPT-2,1,229.46408081054688
GPT-2,1,52.76866149902344
GPT-2,1,227.0899200439453
GPT-2,1,222.78834533691406
GPT-2,1,52.12498474121094
GPT-2,1,51.792877197265625
GPT-2,1,60.37775421142578
GPT-2,1,53.52021408081055
GPT-2,1,279.71929931640625
GPT-2,1,50.07841110229492
GPT-2,1,44.13836669921875
GPT-2,1,48.60743713378906
GPT-2,1,292.8206787109375
GPT-2,1,296.39898681640625
GPT-2,1,54.05905532836914
GPT-2,1,44.57103729248047
GPT-2,1,73.50953674316406
GPT-2,1,48.48817825317383
GPT-2,1,52.03255844116211
GPT-2,1,284.97845458984375
GPT-2,1,60.32523727416992
GPT-2,1,269.0197448730469
GPT-2,1,289.75787353515625
GPT-2,1,66.9710693359375
GPT-2,1,53.809322357177734
GPT-2,1,47.52751922607422
GPT-2,1,53.60502243041992
GPT-2,1,46.05403137207031
GPT-2,1,49.3255615234375
GPT-2,1,66.63104248046875
GPT-2,1,30.747695922851562
GPT-2,1,228.111572265625
GPT-2,1,49.4683952331543
GPT-2,1,234.4095001220703
GPT-2,1,222.59397888183594
GPT-2,1,79.3058853149414
GPT-2,1,49.352203369140625
GPT-2,1,47.67098617553711
GPT-2,1,51.068885803222656
GPT-2,1,46.160545349121094
GPT-2,1,62.769989013671875
GPT-2,1,49.18016815185547
GPT-2,1,51.341922760009766
GPT-2,1,46.46585464477539
GPT-2,1,151.7835235595703
GPT-2,1,59.730369567871094
GPT-2,1,156.39248657226562
GPT-2,1,147.87391662597656
GPT-2,1,54.813541412353516
GPT-2,1,47.80128479003906
GPT-2,1,61.45981979370117
GPT-2,1,45.881126403808594
GPT-2,1,50.89458465576172
GPT-2,1,55.10186767578125
GPT-2,1,158.06639099121094
GPT-2,1,43.55204772949219
GPT-2,1,52.70512771606445
GPT-2,1,64.65185546875
GPT-2,1,161.83741760253906
GPT-2,1,152.15843200683594
GPT-2,1,57.8559684753418
GPT-2,1,48.705894470214844
GPT-2,1,74.58614349365234
GPT-2,1,60.2679443359375
GPT-2,1,63.21285629272461
GPT-2,1,59.060707092285156
GPT-2,1,43.350746154785156
GPT-2,1,69.42228698730469
GPT-2,1,45.97114181518555
GPT-2,1,243.5795135498047
GPT-2,1,44.38979721069336
GPT-2,1,58.66240692138672
GPT-2,1,261.5293884277344
GPT-2,1,44.26244354248047
GPT-2,1,261.9491882324219
GPT-2,1,69.5626449584961
GPT-2,1,46.39154815673828
GPT-2,1,46.4700813293457
GPT-2,1,256.76312255859375
GPT-2,1,44.32045364379883
GPT-2,1,46.87540054321289
GPT-2,1,38.528377532958984
GPT-2,1,248.3109893798828
GPT-2,1,249.22096252441406
GPT-2,1,50.8162727355957
GPT-2,1,51.19501876831055
GPT-2,1,48.30141830444336
GPT-2,1,42.18654251098633
GPT-2,1,39.84425735473633
GPT-2,1,668.0767822265625
GPT-2,1,657.3040771484375
GPT-2,1,56.75250244140625
GPT-2,1,50.62606430053711
GPT-2,1,67.20687866210938
GPT-2,1,67.4239730834961
GPT-2,1,68.748291015625
GPT-2,1,43.76643371582031
GPT-2,1,44.13428497314453
GPT-2,1,46.53453063964844
GPT-2,1,45.80512237548828
GPT-2,1,37.871055603027344
GPT-2,1,54.41547393798828
GPT-2,1,44.143089294433594
GPT-2,1,53.20207595825195
GPT-2,1,45.646549224853516
GPT-2,1,133.41651916503906
GPT-2,1,44.2445068359375
GPT-2,1,52.882083892822266
GPT-2,1,135.93968200683594
GPT-2,1,47.71569061279297
GPT-2,1,133.31192016601562
GPT-2,1,49.88691711425781
GPT-2,1,43.35960388183594
GPT-2,1,335.1363525390625
GPT-2,1,342.328125
GPT-2,1,51.20427322387695
GPT-2,1,39.82781982421875
GPT-2,1,50.02433395385742
GPT-2,1,46.79538345336914
GPT-2,1,48.97129821777344
GPT-2,1,52.34337615966797
GPT-2,1,43.447628021240234
GPT-2,1,46.77106475830078
GPT-2,1,56.447139739990234
GPT-2,1,68.4974594116211
GPT-2,1,64.45674133300781
GPT-2,1,69.49134063720703
GPT-2,1,48.948726654052734
GPT-2,1,59.52193832397461
GPT-2,1,167.12533569335938
GPT-2,1,52.93977737426758
GPT-2,1,53.42348861694336
GPT-2,1,49.322811126708984
GPT-2,1,170.34384155273438
GPT-2,1,49.69894790649414
GPT-2,1,63.00318908691406
GPT-2,1,58.80168151855469
GPT-2,1,443.5694580078125
GPT-2,1,59.029090881347656
GPT-2,1,443.6925354003906
GPT-2,1,50.62382507324219
GPT-2,1,59.318145751953125
GPT-2,1,47.29005813598633
GPT-2,1,45.54988479614258
GPT-2,1,48.53800582885742
GPT-2,1,60.02878189086914
GPT-2,1,55.438621520996094
GPT-2,1,221.5700225830078
GPT-2,1,46.906681060791016
GPT-2,1,217.94635009765625
GPT-2,1,217.42861938476562
GPT-2,1,41.370750427246094
GPT-2,1,43.77000427246094
GPT-2,1,45.40165710449219
GPT-2,1,45.526519775390625
GPT-2,1,49.95101547241211
GPT-2,1,67.59520721435547
GPT-2,1,53.85722732543945
GPT-2,1,61.19662094116211
GPT-2,1,53.2513542175293
GPT-2,1,60.4959602355957
GPT-2,1,45.214012145996094
GPT-2,1,41.539512634277344
GPT-2,1,201.8232879638672
GPT-2,1,59.134212493896484
GPT-2,1,53.156707763671875
GPT-2,1,212.66140747070312
GPT-2,1,44.05253601074219
GPT-2,1,194.9715576171875
GPT-2,1,58.29745101928711
GPT-2,1,60.10999298095703
GPT-2,1,308.6615905761719
GPT-2,1,91.72152709960938
GPT-2,1,321.44976806640625
GPT-2,1,343.6776123046875
GPT-2,1,64.89977264404297
GPT-2,1,48.479270935058594
GPT-2,1,60.275333404541016
GPT-2,1,48.80768966674805
GPT-2,1,48.408782958984375
GPT-2,1,42.0351676940918
GPT-2,1,65.1304702758789
GPT-2,1,56.778892517089844
GPT-2,1,54.0742301940918
GPT-2,1,136.1682586669922
GPT-2,1,57.811737060546875
GPT-2,1,45.164093017578125
GPT-2,1,52.069705963134766
GPT-2,1,144.5660400390625
GPT-2,1,148.88465881347656
GPT-2,1,49.948612213134766
GPT-2,1,52.621883392333984
GPT-2,1,45.511905670166016
GPT-2,1,51.788448333740234
GPT-2,1,56.99198532104492
GPT-2,1,342.00408935546875
GPT-2,1,335.2483215332031
GPT-2,1,44.275718688964844
GPT-2,1,58.354244232177734
GPT-2,1,52.8128776550293
GPT-2,1,49.4930534362793
GPT-2,1,55.42495346069336
GPT-2,1,49.811283111572266
GPT-2,1,49.48526382446289
GPT-2,1,44.01970291137695
GPT-2,1,49.81120681762695
GPT-2,1,48.59140396118164
GPT-2,1,51.127052307128906
GPT-2,1,41.461082458496094
GPT-2,1,500.701416015625
GPT-2,1,45.263431549072266
GPT-2,1,492.02056884765625
GPT-2,1,47.33173751831055
GPT-2,1,67.17037200927734
GPT-2,1,67.82915496826172
GPT-2,1,61.93987274169922
GPT-2,1,60.636722564697266
GPT-2,1,87.03007507324219
GPT-2,1,60.823238372802734
GPT-2,1,117.74219512939453
GPT-2,1,48.40271759033203
GPT-2,1,121.63545989990234
GPT-2,1,120.24620819091797
GPT-2,1,45.82115936279297
GPT-2,1,50.7817268371582
GPT-2,1,49.12080383300781
GPT-2,1,43.40536117553711
GPT-2,1,48.13798904418945
GPT-2,1,54.247188568115234
GPT-2,1,61.102413177490234
GPT-2,1,48.21129608154297
GPT-2,1,56.85184860229492
GPT-2,1,48.41913986206055
GPT-2,1,45.082828521728516
GPT-2,1,214.89907836914062
GPT-2,1,39.799713134765625
GPT-2,1,221.31234741210938
GPT-2,1,55.3015251159668
GPT-2,1,225.06272888183594
GPT-2,1,226.79469299316406
GPT-2,1,52.334373474121094
GPT-2,1,54.69236755371094
GPT-2,1,59.60838317871094
GPT-2,1,63.68124008178711
GPT-2,1,493.8704833984375
GPT-2,1,59.77436447143555
GPT-2,1,54.9394645690918
GPT-2,1,56.5982780456543
GPT-2,1,498.21954345703125
GPT-2,1,507.4176025390625
GPT-2,1,44.91422653198242
GPT-2,1,44.35472869873047
GPT-2,1,63.246891021728516
GPT-2,1,45.323974609375
GPT-2,1,57.46596908569336
GPT-2,1,50.30990219116211
GPT-2,1,59.688804626464844
GPT-2,1,51.664306640625
GPT-2,1,53.42618942260742
GPT-2,1,225.21620178222656
GPT-2,1,56.30264663696289
GPT-2,1,55.6887092590332
GPT-2,1,218.11468505859375
GPT-2,1,47.8372802734375
GPT-2,1,213.18084716796875
GPT-2,1,43.660552978515625
GPT-2,1,54.535545349121094
GPT-2,1,63.60978317260742
GPT-2,1,62.277442932128906
GPT-2,1,64.6846923828125
GPT-2,1,49.64778518676758
GPT-2,1,495.9918518066406
GPT-2,1,49.901268005371094
GPT-2,1,50.33643341064453
GPT-2,1,494.3815612792969
GPT-2,1,39.92808151245117
GPT-2,1,500.3018493652344
GPT-2,1,49.96981430053711
GPT-2,1,29.604007720947266
GPT-2,1,395.2889404296875
GPT-2,1,406.6401062011719
GPT-2,1,56.582576751708984
GPT-2,1,59.93391418457031
GPT-2,1,44.64458084106445
GPT-2,1,48.89409637451172
GPT-2,1,50.01253890991211
GPT-2,1,49.08790969848633
GPT-2,1,49.401954650878906
GPT-2,1,50.260040283203125
GPT-2,1,47.97677993774414
GPT-2,1,54.16912078857422
GPT-2,1,57.75113296508789
GPT-2,1,46.828189849853516
GPT-2,1,53.807430267333984
GPT-2,1,43.46503829956055
GPT-2,1,167.5777587890625
GPT-2,1,55.86585998535156
GPT-2,1,59.978477478027344
GPT-2,1,177.96240234375
GPT-2,1,44.08182144165039
GPT-2,1,171.40110778808594
GPT-2,1,65.97227478027344
GPT-2,1,50.620933532714844
GPT-2,1,52.42461013793945
GPT-2,1,196.04920959472656
GPT-2,1,48.87333297729492
GPT-2,1,46.4981575012207
GPT-2,1,51.577980041503906
GPT-2,1,204.76858520507812
GPT-2,1,209.443115234375
GPT-2,1,39.47035217285156
GPT-2,1,47.26405334472656
GPT-2,1,43.6291618347168
GPT-2,1,65.46700286865234
GPT-2,1,43.55404281616211
GPT-2,1,47.9818115234375
GPT-2,1,55.23109436035156
GPT-2,1,185.1936798095703
GPT-2,1,56.70686721801758
GPT-2,1,52.62208557128906
GPT-2,1,178.07241821289062
GPT-2,1,53.86678695678711
GPT-2,1,173.6696319580078
GPT-2,1,51.659236907958984
GPT-2,1,53.750213623046875
GPT-2,1,410.89251708984375
GPT-2,1,401.3277282714844
GPT-2,1,52.066219329833984
GPT-2,1,52.70066452026367
GPT-2,1,49.43211364746094
GPT-2,1,54.58588409423828
GPT-2,1,56.88713455200195
GPT-2,1,54.76813888549805
GPT-2,1,56.66083908081055
GPT-2,1,57.67428970336914
GPT-2,1,66.30612182617188
GPT-2,1,49.2596321105957
GPT-2,1,47.9300422668457
GPT-2,1,35.13267135620117
GPT-2,1,62.26945114135742
GPT-2,1,43.35551071166992
GPT-2,1,60.90205764770508
GPT-2,1,56.66816711425781
GPT-2,1,40.823028564453125
GPT-2,1,56.80734634399414
GPT-2,1,223.62081909179688
GPT-2,1,62.00709533691406
GPT-2,1,233.11090087890625
GPT-2,1,224.37615966796875
GPT-2,1,56.06401062011719
GPT-2,1,56.039024353027344
GPT-2,1,45.98835754394531
GPT-2,1,45.982059478759766
GPT-2,1,332.6498718261719
GPT-2,1,50.95351028442383
GPT-2,1,56.123741149902344
GPT-2,1,329.005615234375
GPT-2,1,50.336612701416016
GPT-2,1,338.4783935546875
GPT-2,1,52.232303619384766
GPT-2,1,45.921226501464844
GPT-2,1,60.18107986450195
GPT-2,1,63.19445037841797
GPT-2,1,338.16302490234375
GPT-2,1,344.936279296875
GPT-2,1,52.813255310058594
GPT-2,1,337.8138732910156
GPT-2,1,336.5612487792969
GPT-2,1,40.867401123046875
GPT-2,1,51.1286506652832
GPT-2,1,50.05308532714844
GPT-2,1,54.90349197387695
GPT-2,1,669.118896484375
GPT-2,1,60.26580047607422
GPT-2,1,50.63753890991211
GPT-2,1,49.191341400146484
GPT-2,1,675.7182006835938
GPT-2,1,662.3643798828125
GPT-2,1,55.18806838989258
GPT-2,1,45.43889236450195
GPT-2,1,58.31404113769531
GPT-2,1,48.70906448364258
GPT-2,1,45.11817169189453
GPT-2,1,45.44889831542969
GPT-2,1,47.97161102294922
GPT-2,1,61.27507019042969
GPT-2,1,43.8137092590332
GPT-2,1,41.34930419921875
GPT-2,1,48.11231994628906
GPT-2,1,64.51647186279297
GPT-2,1,668.6895751953125
GPT-2,1,49.53985595703125
GPT-2,1,645.4366455078125
GPT-2,1,48.62932205200195
GPT-2,1,63.04220962524414
GPT-2,1,46.253971099853516
GPT-2,1,53.453365325927734
GPT-2,1,48.880523681640625
GPT-2,1,57.24597930908203
GPT-2,1,42.75397872924805
GPT-2,1,48.60129928588867
GPT-2,1,55.67426681518555
GPT-2,1,396.41632080078125
GPT-2,1,58.406742095947266
GPT-2,1,400.1974792480469
GPT-2,1,44.489131927490234
GPT-2,1,56.804935455322266
GPT-2,1,65.2223892211914
GPT-2,1,48.64935302734375
GPT-2,1,50.08025360107422
GPT-2,1,51.08710861206055
GPT-2,1,294.329345703125
GPT-2,1,47.75072479248047
GPT-2,1,45.819541931152344
GPT-2,1,47.562049865722656
GPT-2,1,299.4718017578125
GPT-2,1,47.30546951293945
GPT-2,1,43.5462532043457
GPT-2,1,46.611167907714844
GPT-2,1,50.52210998535156
GPT-2,1,38.65623474121094
GPT-2,1,60.54854202270508
GPT-2,1,53.00292205810547
GPT-2,1,396.3796691894531
GPT-2,1,45.17009735107422
GPT-2,1,42.55522918701172
GPT-2,1,54.22399139404297
GPT-2,1,402.5862731933594
GPT-2,1,53.88853073120117
GPT-2,1,54.308658599853516
GPT-2,1,62.44789123535156
GPT-2,1,325.6001892089844
GPT-2,1,49.34385299682617
GPT-2,1,334.0472717285156
GPT-2,1,49.93000411987305
GPT-2,1,55.11565399169922
GPT-2,1,46.45516586303711
GPT-2,1,50.75914764404297
GPT-2,1,53.84606170654297
GPT-2,1,48.429351806640625
GPT-2,1,68.177978515625
GPT-2,1,241.76722717285156
GPT-2,1,50.05167007446289
GPT-2,1,253.5530242919922
GPT-2,1,256.038818359375
GPT-2,1,60.4239501953125
GPT-2,1,45.6775016784668
GPT-2,1,49.09893035888672
GPT-2,1,47.86891174316406
GPT-2,1,43.7894401550293
GPT-2,1,57.21198272705078
GPT-2,1,47.968082427978516
GPT-2,1,52.94337463378906
GPT-2,1,49.788604736328125
GPT-2,1,52.931034088134766
GPT-2,1,333.58135986328125
GPT-2,1,44.95372772216797
GPT-2,1,330.3716735839844
GPT-2,1,41.95277786254883
GPT-2,1,54.07627868652344
GPT-2,1,49.059730529785156
GPT-2,1,52.37812805175781
GPT-2,1,50.78676986694336
GPT-2,1,62.84378433227539
GPT-2,1,47.697654724121094
GPT-2,1,60.10810089111328
GPT-2,1,47.77903366088867
GPT-2,1,54.6955680847168
GPT-2,1,53.20934295654297
GPT-2,1,60.22863006591797
GPT-2,1,50.64537048339844
GPT-2,1,45.67721939086914
GPT-2,1,57.924251556396484
GPT-2,1,499.63275146484375
GPT-2,1,499.5165710449219
GPT-2,1,437.52032470703125
GPT-2,1,444.529052734375
GPT-2,1,52.060699462890625
GPT-2,1,50.055320739746094
GPT-2,1,42.432621002197266
GPT-2,1,43.77850341796875
GPT-2,1,40.08827590942383
GPT-2,1,45.240413665771484
GPT-2,1,40.26594161987305
GPT-2,1,51.8782958984375
GPT-2,1,44.405975341796875
GPT-2,1,53.05587387084961
GPT-2,1,403.3950500488281
GPT-2,1,67.28948211669922
GPT-2,1,404.26654052734375
GPT-2,1,418.55706787109375
GPT-2,1,53.70697784423828
GPT-2,1,57.2491340637207
GPT-2,1,55.54725646972656
GPT-2,1,47.75748062133789
GPT-2,1,48.14151382446289
GPT-2,1,38.30617904663086
GPT-2,1,49.49152755737305
GPT-2,1,48.76436996459961
GPT-2,1,59.96523666381836
GPT-2,1,51.11685562133789
GPT-2,1,399.1529235839844
GPT-2,1,48.955116271972656
GPT-2,1,396.2222900390625
GPT-2,1,54.26102828979492
GPT-2,1,49.756446838378906
GPT-2,1,50.47426223754883
GPT-2,1,49.28123474121094
GPT-2,1,57.18587112426758
GPT-2,1,52.082584381103516
GPT-2,1,55.52532196044922
GPT-2,1,407.141845703125
GPT-2,1,45.16035461425781
GPT-2,1,391.5888977050781
GPT-2,1,414.2491455078125
GPT-2,1,70.34017181396484
GPT-2,1,48.478111267089844
GPT-2,1,48.80440902709961
GPT-2,1,55.62260437011719
GPT-2,1,49.23321533203125
GPT-2,1,66.16781616210938
GPT-2,1,48.2661018371582
GPT-2,1,60.13340377807617
GPT-2,1,52.489192962646484
GPT-2,1,48.70466232299805
GPT-2,1,51.81130599975586
GPT-2,1,38.2476806640625
GPT-2,1,53.458656311035156
GPT-2,1,64.94609069824219
GPT-2,1,36.994197845458984
GPT-2,1,237.3986053466797
GPT-2,1,57.408878326416016
GPT-2,1,260.0265197753906
GPT-2,1,228.2319793701172
GPT-2,1,218.4365234375
GPT-2,1,63.553653717041016
GPT-2,1,56.348941802978516
GPT-2,1,48.070831298828125
GPT-2,1,49.35272216796875
GPT-2,1,46.502052307128906
GPT-2,1,61.63477325439453
GPT-2,1,50.6974983215332
GPT-2,1,51.2478141784668
GPT-2,1,45.21293258666992
GPT-2,1,57.57838439941406
GPT-2,1,121.20110321044922
GPT-2,1,56.1855354309082
GPT-2,1,134.33877563476562
GPT-2,1,131.8946075439453
GPT-2,1,52.55034637451172
GPT-2,1,57.24711990356445
GPT-2,1,55.54673767089844
GPT-2,1,46.35206604003906
GPT-2,1,39.94002151489258
GPT-2,1,49.77882385253906
GPT-2,1,51.872867584228516
GPT-2,1,61.61015319824219
GPT-2,1,50.19757080078125
GPT-2,1,46.74092102050781
GPT-2,1,57.932350158691406
GPT-2,1,53.018943786621094
GPT-2,1,49.75319290161133
GPT-2,1,46.82736587524414
GPT-2,1,43.86714172363281
GPT-2,1,56.122222900390625
GPT-2,1,341.0459899902344
GPT-2,1,48.03506851196289
GPT-2,1,344.1541748046875
GPT-2,1,333.7065124511719
GPT-2,1,56.7341423034668
GPT-2,1,69.74078369140625
GPT-2,1,48.44083023071289
GPT-2,1,507.85260009765625
GPT-2,1,57.07593536376953
GPT-2,1,487.80584716796875
GPT-2,1,72.38472747802734
GPT-2,1,500.2877502441406
GPT-2,1,497.4534912109375
GPT-2,1,45.0853271484375
GPT-2,1,55.7548713684082
GPT-2,1,52.0483512878418
GPT-2,1,50.544029235839844
GPT-2,1,42.36071014404297
GPT-2,1,52.16033172607422
GPT-2,1,48.9074821472168
GPT-2,1,192.6293182373047
GPT-2,1,51.15754699707031
GPT-2,1,61.48971176147461
GPT-2,1,202.5767822265625
GPT-2,1,44.85000228881836
GPT-2,1,200.66429138183594
GPT-2,1,58.594112396240234
GPT-2,1,50.60548400878906
GPT-2,1,39.84689712524414
GPT-2,1,49.94053268432617
GPT-2,1,48.649471282958984
GPT-2,1,54.57184982299805
GPT-2,1,49.76409912109375
GPT-2,1,53.03408432006836
GPT-2,1,55.42669677734375
GPT-2,1,62.82149887084961
GPT-2,1,48.379634857177734
GPT-2,1,435.55242919921875
GPT-2,1,58.69866180419922
GPT-2,1,453.74310302734375
GPT-2,1,48.416927337646484
GPT-2,1,37.89577102661133
GPT-2,1,44.4028205871582
GPT-2,1,60.57764434814453
GPT-2,1,70.31985473632812
GPT-2,1,51.15603256225586
GPT-2,1,49.4533576965332
GPT-2,1,58.47599411010742
GPT-2,1,282.8611755371094
GPT-2,1,49.41831588745117
GPT-2,1,283.3222961425781
GPT-2,1,280.06500244140625
GPT-2,1,54.451786041259766
GPT-2,1,59.26416015625
GPT-2,1,440.2579040527344
GPT-2,1,62.4816780090332
GPT-2,1,451.7512512207031
GPT-2,1,54.30137634277344
GPT-2,1,58.314727783203125
GPT-2,1,50.58524703979492
GPT-2,1,55.19804382324219
GPT-2,1,53.520416259765625
GPT-2,1,67.11268615722656
GPT-2,1,54.54512405395508
GPT-2,1,54.263885498046875
GPT-2,1,58.784854888916016
GPT-2,1,224.58888244628906
GPT-2,1,49.58903503417969
GPT-2,1,221.43374633789062
GPT-2,1,58.963497161865234
GPT-2,1,51.45402145385742
GPT-2,1,47.8659782409668
GPT-2,1,46.32261657714844
GPT-2,1,51.15369415283203
GPT-2,1,54.63451385498047
GPT-2,1,50.9596061706543
GPT-2,1,43.68287658691406
GPT-2,1,53.67863464355469
GPT-2,1,65.20941925048828
GPT-2,1,251.69996643066406
GPT-2,1,67.71818542480469
GPT-2,1,241.36807250976562
GPT-2,1,63.1776237487793
GPT-2,1,250.0865936279297
GPT-2,1,263.2802429199219
GPT-2,1,52.69209289550781
GPT-2,1,45.01741409301758
GPT-2,1,49.19513702392578
GPT-2,1,49.00395965576172
GPT-2,1,47.54189682006836
GPT-2,1,1975.8206787109375
GPT-2,1,49.201602935791016
GPT-2,1,1971.2484130859375
GPT-2,1,50.518131256103516
GPT-2,1,44.35353469848633
GPT-2,1,64.56494140625
GPT-2,1,46.6759147644043
GPT-2,1,58.78542709350586
GPT-2,1,46.643821716308594
GPT-2,1,48.28767395019531
GPT-2,1,51.56623077392578
GPT-2,1,50.291481018066406
GPT-2,1,494.3471984863281
GPT-2,1,57.2786750793457
GPT-2,1,503.6524963378906
GPT-2,1,45.72339630126953
GPT-2,1,50.62020492553711
GPT-2,1,46.212005615234375
GPT-2,1,47.54629898071289
GPT-2,1,41.687217712402344
GPT-2,1,52.65855407714844
GPT-2,1,51.83514404296875
GPT-2,1,77.4183120727539
GPT-2,1,52.11137771606445
GPT-2,1,41.99049377441406
GPT-2,1,50.4915885925293
GPT-2,1,41.56336212158203
GPT-2,1,41.73967742919922
GPT-2,1,50.93161392211914
GPT-2,1,43.97697448730469
GPT-2,1,42.673160552978516
GPT-2,1,498.4380187988281
GPT-2,1,50.985233306884766
GPT-2,1,505.0829772949219
GPT-2,1,53.327484130859375
GPT-2,1,47.74928665161133
GPT-2,1,53.3665885925293
GPT-2,1,53.99418640136719
GPT-2,1,59.23432922363281
GPT-2,1,197.21348571777344
GPT-2,1,62.074684143066406
GPT-2,1,209.69482421875
GPT-2,1,56.50668716430664
GPT-2,1,56.62948989868164
GPT-2,1,41.4760856628418
GPT-2,1,51.31559371948242
GPT-2,1,49.024192810058594
GPT-2,1,41.84914779663086
GPT-2,1,50.67649459838867
GPT-2,1,46.573936462402344
GPT-2,1,46.4261474609375
GPT-2,1,401.140869140625
GPT-2,1,53.5910758972168
GPT-2,1,398.2635803222656
GPT-2,1,386.71136474609375
GPT-2,1,53.128570556640625
GPT-2,1,217.2805938720703
GPT-2,1,50.253360748291016
GPT-2,1,42.98799133300781
GPT-2,1,53.56495666503906
GPT-2,1,226.74497985839844
GPT-2,1,222.24398803710938
GPT-2,1,63.645816802978516
GPT-2,1,49.09716796875
GPT-2,1,46.615169525146484
GPT-2,1,57.74866485595703
