Model,Grid distance,Representation distance
Our model,1,126.14911651611328
Our model,1,117.72246551513672
Our model,1,165.6150665283203
Our model,1,128.46450805664062
Our model,1,119.01565551757812
Our model,1,127.92308044433594
Our model,1,168.1236572265625
Our model,1,119.48250579833984
Our model,1,99.6922378540039
Our model,1,164.30816650390625
Our model,1,102.49114990234375
Our model,1,162.2083740234375
Our model,1,169.5713653564453
Our model,1,118.5602798461914
Our model,1,145.74778747558594
Our model,1,179.8989715576172
Our model,1,129.91673278808594
Our model,1,149.91453552246094
Our model,1,194.0714111328125
Our model,1,134.06863403320312
Our model,1,181.65667724609375
Our model,1,139.7025909423828
Our model,1,102.9381103515625
Our model,1,130.60398864746094
Our model,1,113.17280578613281
Our model,1,197.9300079345703
Our model,1,137.38075256347656
Our model,1,220.58364868164062
Our model,1,126.92988586425781
Our model,1,140.14781188964844
Our model,1,137.67970275878906
Our model,1,143.185546875
Our model,1,162.3237762451172
Our model,1,133.8442840576172
Our model,1,100.31712341308594
Our model,1,103.09771728515625
Our model,1,100.93018341064453
Our model,1,110.89038848876953
Our model,1,137.03665161132812
Our model,1,117.12615203857422
Our model,1,176.17327880859375
Our model,1,140.29473876953125
Our model,1,174.2581024169922
Our model,1,144.6696014404297
Our model,1,135.4937286376953
Our model,1,159.61236572265625
Our model,1,169.4095916748047
Our model,1,121.6234359741211
Our model,1,92.42066192626953
Our model,1,101.23898315429688
Our model,1,106.26813507080078
Our model,1,138.3769073486328
Our model,1,486.2767333984375
Our model,1,544.1016845703125
Our model,1,428.2778625488281
Our model,1,377.9788818359375
Our model,1,141.0774383544922
Our model,1,97.25881958007812
Our model,1,102.27135467529297
Our model,1,136.87962341308594
Our model,1,88.46932220458984
Our model,1,98.89823913574219
Our model,1,99.3685073852539
Our model,1,141.841796875
Our model,1,119.59429931640625
Our model,1,129.79957580566406
Our model,1,149.92100524902344
Our model,1,125.76624298095703
Our model,1,150.89056396484375
Our model,1,112.05929565429688
Our model,1,91.8169174194336
Our model,1,117.63140869140625
Our model,1,111.55284118652344
Our model,1,107.22437286376953
Our model,1,147.15817260742188
Our model,1,145.18960571289062
Our model,1,124.5798568725586
Our model,1,152.82131958007812
Our model,1,134.27574157714844
Our model,1,150.94827270507812
Our model,1,157.747802734375
Our model,1,116.08246612548828
Our model,1,120.278076171875
Our model,1,155.14801025390625
Our model,1,121.21735382080078
Our model,1,145.8976593017578
Our model,1,124.15731811523438
Our model,1,150.69741821289062
Our model,1,118.87440490722656
Our model,1,147.30718994140625
Our model,1,159.59652709960938
Our model,1,141.40692138671875
Our model,1,139.45945739746094
Our model,1,126.00541687011719
Our model,1,142.40309143066406
Our model,1,183.23194885253906
Our model,1,114.30673217773438
Our model,1,109.69849395751953
Our model,1,106.03369903564453
Our model,1,279.590087890625
Our model,1,159.81057739257812
Our model,1,121.69190216064453
Our model,1,113.40499877929688
Our model,1,257.60980224609375
Our model,1,256.1754150390625
Our model,1,131.3071746826172
Our model,1,106.34404754638672
Our model,1,104.5794677734375
Our model,1,270.1748962402344
Our model,1,138.57774353027344
Our model,1,132.85520935058594
Our model,1,148.9388427734375
Our model,1,128.5918731689453
Our model,1,123.51134490966797
Our model,1,139.26170349121094
Our model,1,164.44891357421875
Our model,1,99.45976257324219
Our model,1,127.09658813476562
Our model,1,132.89881896972656
Our model,1,158.07818603515625
Our model,1,169.57972717285156
Our model,1,136.39910888671875
Our model,1,124.69318389892578
Our model,1,156.3951416015625
Our model,1,210.34130859375
Our model,1,174.5149383544922
Our model,1,148.60406494140625
Our model,1,133.7251434326172
Our model,1,107.08163452148438
