topic,word,weight
Universe,swim,85.61239146559525
Universe,swimmers,43.76673841042123
Universe,crocodile,32.33910623430374
Universe,loon,30.954581116694417
Universe,boulder,30.529367439564112
Universe,rumble,27.95395059804741
Universe,clay,27.765420652575337
Universe,bolt,26.987929281650572
Universe,thunderstorm,26.729408518134676
Universe,downtown,26.09207042324327
Universe,load,26.06923548529403
Universe,debut,25.14695980379377
Universe,outline,22.279216002731136
Universe,kettle,22.12832930993549
Universe,screen,21.926478841251104
Universe,salesman,21.789325904912985
Universe,rattle,21.783536164093043
Universe,storm,21.707798016838947
Universe,babies,21.64469981846629
Universe,thunderbolt,21.331421147196377
Universe,swam,21.049651072106734
Universe,maker,20.920330760270136
Universe,storms,20.84400142980011
Universe,rainbow,20.759281440559764
Universe,currents,20.660583133287762
Universe,spirit,20.59153054833491
Universe,meantime,20.4149831836568
Universe,diving,19.6389582097816
Universe,magician,19.53953310900619
Universe,lump,19.352947806733802
Universe,willow,19.156020607703788
Universe,twain,19.08715063246286
Universe,floodwaters,18.956188905228785
Universe,model,18.8923925932893
Universe,island,18.835601948462045
Universe,seed,18.82193062576967
Universe,bubbles,18.75457985753723
Universe,buzzing,18.657888545579166
Universe,limb,18.6488040699795
Universe,virgin,18.642329306778183
Universe,waterfowl,18.538006131831313
Universe,reeds,18.418014650219487
Universe,goose,18.181523893803742
Universe,ribs,18.043914840114226
Universe,splash,17.898670616925678
Universe,standing,17.777838952591303
Universe,thunder,17.773127612530097
Universe,detail,17.690974440784238
Universe,kingdom,17.53162590175282
Universe,headway,17.471848647833987
Universe,underwater,17.404177157986243
Universe,apprentice,17.36496295201056
Universe,preacher,17.358027042428873
Universe,flower,17.29115862266909
Universe,bubble,17.25258615495875
Universe,rainstorm,17.240094122889097
Universe,representation,17.204806647753173
Universe,twins,17.141824644830823
Universe,rivalry,17.105494125796838
Universe,middle,17.10242635958346
Universe,myth,17.044873852105937
Universe,porridge,16.94014679088025
Universe,dish,16.924933114369438
Universe,illustrations,16.77726318956902
Universe,worlds,16.737874528296175
Universe,rumor,16.684029354208306
Universe,shallows,16.66202984492868
Universe,necks,16.572204294990335
Universe,baskets,16.52433026663133
Universe,limbs,16.397471847176444
Universe,friend,16.37680567850536
Universe,swimmer,16.36127326812211
Universe,omen,16.35736358685821
Universe,fish,16.352881903716533
Universe,milk,16.295133782421033
Universe,ancestor,16.18463730103558
Universe,lifetime,16.180677484211913
Universe,overview,16.08948530921925
Universe,bees,16.071570707320863
Universe,arguments,16.036542131108945
Universe,hopes,15.992120253581781
Universe,wind,15.957176564892022
Universe,pots,15.896376453828749
Universe,clump,15.893266606211062
Universe,crackling,15.77648418490749
Universe,shelter,15.738868880199924
Universe,cove,15.681665745032106
Universe,rack,15.659023017254814
Universe,depiction,15.521487779780431
Universe,daytime,15.451536306080797
Universe,seas,15.419306991224092
Universe,drama,15.388426864604982
Universe,proof,15.183856699843542
Universe,contents,15.149338323372024
Universe,village,15.137480794894962
Universe,humanity,15.120001558465468
Universe,plight,14.993291801951727
Universe,weeping,14.951130359477022
Universe,moon,14.946307742223294
Universe,ease,14.78148115994382
Universe,flood,14.759272745226433
Universe,astonishment,14.514554584796707
Universe,burst,14.177024058104726
Universe,bear,14.044689093941434
Universe,lore,13.878413167176351
Universe,bank,13.81592125627954
Universe,current,13.671203895785355
Universe,sound,13.530085496018776
Universe,lightning,13.524466357837065
Universe,creation,12.702683756117327
Universe,myths,12.542386872829258
Universe,place,12.499384701558567
Universe,path,12.17135506974961
Universe,rain,11.989179962570272
Universe,stick,11.938447998064158
Universe,distance,11.922102606599466
Universe,woman,11.637283438366905
Universe,world,11.615659986582406
Universe,nights,11.557688024580994
Universe,spirits,11.475563930647564
Universe,boat,11.391546620950717
Universe,light,11.326546132496
Universe,stage,11.185273319525509
Universe,voice,11.067463994566511
Universe,earth,11.011046370989105
Universe,clothes,10.969390188194751
Universe,lake,10.955936092279169
Universe,bird,10.931995873507175
Universe,sticks,10.783358525152684
Universe,gods,10.7665426619971
Universe,pond,10.622146339668117
Universe,rest,10.562120706597817
Universe,safety,10.491740331568268
Universe,edge,10.44490275362677
Universe,companion,10.389627717245787
Universe,moment,10.3656027306847
Universe,print,10.270954237782421
Universe,source,10.244828697903982
Universe,cloud,10.198353339815817
Universe,waves,10.095963000085153
Universe,creator,9.485905943317364
Universe,hunting,9.468035165210432
Universe,morning,9.373328222843906
Universe,birds,9.337997248730797
Universe,weather,9.3184328617038
Universe,sand,9.189146856196492
Universe,dispute,9.1192730043371
Universe,seal,9.033150442431255
Universe,breeze,9.020119425482967
Universe,mother,8.965076778330616
Universe,basket,8.962161708718938
Universe,raft,8.899189417542695
Universe,land,8.86447614683675
Universe,head,8.705697878061084
Universe,plot,8.388612776148866
Universe,figure,8.372501787952471
Universe,share,8.350979143656527
Universe,seeds,8.350617076941107
Universe,publication,8.30839344266631
Universe,hole,8.304755818880082
Universe,horizon,8.29427204172199
Universe,legs,8.269312392738653
Universe,corn,8.214249522270324
Universe,body,8.158429091340228
Universe,forest,8.127084780624516
Universe,writer,8.11868094080416
Universe,fishing,8.08913856183587
Universe,stone,8.068301710076424
Universe,witch,8.04605766747981
Universe,stars,8.005825553233326
Universe,woods,7.970825033567247
Universe,friends,7.9524677121207
Universe,clouds,7.85526966596538
Universe,ruler,7.846834938663675
Universe,ghost,7.83521739863607
Universe,magazine,7.798459170557119
Universe,existence,7.78586949872481
Universe,days,7.78479727112359
Universe,stones,7.717535473344549
Universe,ladder,7.6715169336323195
Universe,snake,7.664905623068624
Universe,soul,7.622161667612748
Universe,dream,7.608512731540247
Universe,thicket,7.600291936272918
Universe,direction,7.599995680056258
Universe,cubs,7.591746157759909
Universe,shadow,7.56246589466349
Universe,daughter,7.544018787734894
Universe,flock,7.538822142328464
Universe,deer,7.535355794938128
Universe,swimming,7.455131552918235
Universe,wave,7.406118104231041
Universe,ducks,7.392077717457048
Universe,wives,7.351080179050854
Universe,sons,7.313272831288659
Universe,time,7.247182132419219
Universe,surface,7.234082499107492
Universe,ocean,7.198798301440636
Universe,nets,7.1963335280922855
Universe,form,7.1798973936100445
Universe,flash,7.163976902263285
Universe,tail,7.149331769847004
Universe,waters,7.128347979863057
Universe,rivals,7.116794763811832
Universe,description,6.994817248982423
Universe,boats,6.994164799737895
Universe,hind,6.960831412442818
Universe,cloth,6.942325435423261
Universe,bottom,6.940149257564603
Universe,women,6.929382106545885
Universe,universe,6.848370312185538
Universe,summary,6.807007805314938
Universe,waterfall,6.762041468481064
Universe,darkness,6.7616026174308095
Universe,husband,6.747810512605661
Universe,duck,6.697329528374203
Universe,struggle,6.662360807158032
Universe,holes,6.656229499196888
Universe,clearing,6.636311050901391
Universe,trip,6.634539250923548
