topic,word,weight
Sport,poker,59.72559976693685
Sport,polo,51.03464173518995
Sport,golf,47.85913236378334
Sport,hockey,44.447068458046594
Sport,baseball,42.451668053397356
Sport,casino,32.023709520437755
Sport,whale,29.80104464671892
Sport,tennis,28.536689397962853
Sport,general,28.24629385828305
Sport,tournament,27.465667222727447
Sport,players,27.405199883255815
Sport,football,27.255501515174917
Sport,arches,27.007762336686692
Sport,townsfolk,26.4433755377573
Sport,sports,26.17532551969402
Sport,basketball,25.75640543459538
Sport,reprint,25.49479664006651
Sport,horsemen,24.112812124082534
Sport,playing,24.078392237695173
Sport,guys,23.670933462494794
Sport,stakes,22.564501979390037
Sport,cavalry,22.363566801776
Sport,wager,22.157556595478145
Sport,game,21.699389037735088
Sport,riders,21.484056622367916
Sport,winnings,21.1551816194962
Sport,ball,21.037806980336683
Sport,novelist,20.933051665546056
Sport,score,20.913888905880007
Sport,wrestling,20.837319627611567
Sport,runner,20.772994406994055
Sport,corral,20.74300916335727
Sport,dealer,20.512493499798953
Sport,pony,20.439170450208973
Sport,green,20.208198669785677
Sport,horse,20.190673975063657
Sport,horses,19.854533826545097
Sport,beasts,19.701827938542934
Sport,bait,19.6964378967179
Sport,spectators,19.65180603563577
Sport,coyote,19.578884058591242
Sport,buck,19.53936479906296
Sport,chips,19.531579398523697
Sport,fights,19.45032497289582
Sport,coin,19.24391566594069
Sport,trout,18.85634383694864
Sport,ropes,18.779642206049903
Sport,player,18.77320195219922
Sport,comrade,18.54145424904454
Sport,chickens,18.46193380616331
Sport,racing,18.426684890548007
Sport,opponents,18.231212074692223
Sport,audio,18.17902977681138
Sport,whales,18.005212858701192
Sport,database,17.868801803708735
Sport,omniscient,17.826701751691736
Sport,healer,17.61575749467609
Sport,goals,17.60577267023858
Sport,species,17.59819979903362
Sport,shells,17.55414070850755
Sport,machine,17.47769611795028
Sport,objective,17.401366804872836
Sport,teammate,17.336000315208405
Sport,otter,17.268773371614827
Sport,shell,17.221444224079082
Sport,odds,17.207579304950247
Sport,text,17.063560396844874
Sport,copy,16.896956953363468
Sport,feather,16.85408878318253
Sport,entirety,16.750491480442264
Sport,links,16.742989594654432
Sport,lawn,16.73199412877118
Sport,huntsman,16.69944560677718
Sport,crosse,16.384504031204703
