PCA plot,Model,series,PC1,PC2,Grid x,Grid y,Node name
Combined,Our model,"grid position (0, 2)",0.0713970430450861,0.20719318671167028,0,2,
Combined,Our model,"grid position (1, 0)",0.026786960172308527,-0.18167201208417524,1,0,
Combined,Our model,"grid position (1, 1)",-0.03805991795019424,0.02296900585911574,1,1,
Combined,Our model,"grid position (1, 2)",-0.18846049939675127,0.1515523332420236,1,2,
Combined,Our model,"grid position (2, 0)",-0.006292813675000593,-0.3054289848765965,2,0,
Combined,Our model,"grid position (2, 1)",-0.0783380942766243,-0.0926465609632559,2,1,
Combined,Our model,"grid position (2, 2)",-0.3701263253828798,0.15788855752926592,2,2,
Combined,Our model,"grid position (0, 0)",0.2550053560510938,-0.10131093330447831,0,0,
Combined,Our model,"grid position (0, 1)",0.3432261498471718,-0.03223894103432271,0,1,
Combined,Our model,"grid position (0, 2)",0.04624009267261091,0.2226191601969355,0,2,
Combined,Our model,"grid position (1, 0)",-0.047601499492122085,-0.19786911737405496,1,0,
Combined,Our model,"grid position (1, 1)",-0.029768592736697738,-0.05963611303082491,1,1,
Combined,Our model,"grid position (1, 2)",-0.235288051582128,0.13452848326897704,1,2,
Combined,Our model,"grid position (2, 0)",-0.138288961359586,-0.3238879433592189,2,0,
Combined,Our model,"grid position (2, 1)",-0.14070303715146257,-0.08546707566842761,2,1,
Combined,Our model,"grid position (2, 2)",-0.3888325205775538,0.11635191758258284,2,2,
Combined,Our model,"grid position (0, 0)",0.2661019132222159,-0.0781046618990435,0,0,
Combined,Our model,"grid position (0, 1)",0.13905513083676826,0.10337403277926538,0,1,
Combined,Our model,"grid position (0, 2)",-0.1563709319388431,0.08916741131674161,0,2,
Combined,Our model,"grid position (1, 0)",0.09124728941545418,-0.33113482645459097,1,0,
Combined,Our model,"grid position (1, 1)",-0.056612743459370944,-0.041785908496871,1,1,
Combined,Our model,"grid position (1, 2)",-0.26158073606069093,0.09503345460577213,1,2,
Combined,Our model,"grid position (2, 0)",-0.11859691091747114,-0.2881888070855534,2,0,
Combined,Our model,"grid position (2, 1)",-0.1460105035235485,-0.14428548544540865,2,1,
Combined,Our model,"grid position (2, 2)",-0.38155579089182345,0.06991561794688751,2,2,
Combined,Our model,"grid position (0, 0)",0.2712752277536788,0.01002187168737156,0,0,
Combined,Our model,"grid position (0, 1)",0.22338699975315165,0.14732824390968352,0,1,
Combined,Our model,"grid position (0, 2)",0.028081325322408573,0.38176136522161375,0,2,
Combined,Our model,"grid position (1, 0)",0.02269995236098179,-0.1680358085675918,1,0,
Combined,Our model,"grid position (1, 1)",0.08846978405212089,-0.07641904138068652,1,1,
Combined,Our model,"grid position (1, 2)",-0.1723116689511609,0.24303942437295706,1,2,
Combined,Our model,"grid position (2, 0)",-0.09797922292251388,-0.2853930404113425,2,0,
Combined,Our model,"grid position (2, 1)",0.035144057086028954,-0.12424442222712369,2,1,
Combined,Our model,"grid position (2, 2)",-0.43442778461339626,0.2544058739593824,2,2,
Combined,Our model,"grid position (0, 1)",0.27857668010992903,0.15764464440632536,0,1,
Combined,Our model,"grid position (0, 2)",0.1413781062072241,0.25597809738615385,0,2,
Combined,Our model,"grid position (1, 0)",0.1061445427736821,-0.2752649600915359,1,0,
Combined,Our model,"grid position (1, 1)",0.05192092848074909,-0.04745449540132697,1,1,
Combined,Our model,"grid position (1, 2)",-0.04314413498954888,0.08522903103103927,1,2,
Combined,Our model,"grid position (2, 0)",-0.04354064791250457,-0.262416290029053,2,0,
Combined,Our model,"grid position (2, 1)",-0.03520182065782861,-0.1044316202534106,2,1,
Combined,Our model,"grid position (2, 2)",-0.054064439612099585,-0.0794639630893976,2,2,
Combined,Our model,"grid position (0, 0)",0.3053480774653206,0.014425343455611892,0,0,
Combined,Our model,"grid position (0, 1)",0.279551160126647,0.10935822867381435,0,1,
Combined,Our model,"grid position (0, 2)",0.1514723555967331,0.3742507469547694,0,2,
Combined,Our model,"grid position (1, 0)",0.020112395099436985,-0.21461404988008623,1,0,
Combined,Our model,"grid position (1, 1)",0.0344130785754091,-0.07370122304476535,1,1,
Combined,Our model,"grid position (1, 2)",0.009562965701958494,-0.054478865667405056,1,2,
Combined,Our model,"grid position (2, 0)",-0.10307301831990774,-0.275503198194875,2,0,
Combined,Our model,"grid position (2, 1)",-0.08478338901991025,-0.11848450963511113,2,1,
Combined,Our model,"grid position (2, 2)",-0.13959881379005185,-0.1282716637832375,2,2,
Combined,Our model,"grid position (0, 0)",0.257309844371975,-0.08365919298960144,0,0,
Combined,Our model,"grid position (0, 1)",0.07933443323252125,-0.013896317373434918,0,1,
Combined,Our model,"grid position (0, 2)",0.10887218428553402,-0.09761663457980958,0,2,
Combined,Our model,"grid position (1, 0)",-0.005623645260355399,-0.25378058948378523,1,0,
Combined,Our model,"grid position (1, 1)",-0.011780908558730974,-0.06468770983785714,1,1,
Combined,Our model,"grid position (1, 2)",-0.13902563585261019,0.043696589985256835,1,2,
Combined,Our model,"grid position (2, 0)",-0.11234952051101287,-0.29378507709595886,2,0,
Combined,Our model,"grid position (2, 1)",-0.16585642908603218,-0.11598139837593752,2,1,
Combined,Our model,"grid position (2, 2)",-0.36455488513826967,0.09671667107473139,2,2,
Combined,Our model,"grid position (0, 0)",0.376767073846874,0.053664759604622164,0,0,
Combined,Our model,"grid position (0, 1)",0.21462792555581833,0.14278781183635342,0,1,
Combined,Our model,"grid position (0, 2)",0.03996196128229682,0.36919852234119915,0,2,
Combined,Our model,"grid position (1, 0)",0.026083997236869855,-0.1688653121827792,1,0,
Combined,Our model,"grid position (1, 1)",0.06486536122103814,-0.10595994190985313,1,1,
Combined,Our model,"grid position (1, 2)",-0.2225930422334084,0.19677385766994823,1,2,
Combined,Our model,"grid position (2, 0)",-0.11155030066517238,-0.15936840514025663,2,0,
Combined,Our model,"grid position (2, 1)",-0.15647313037429098,-0.07639758077288844,2,1,
Combined,Our model,"grid position (2, 2)",-0.4016253665558728,0.1639363795102609,2,2,
Combined,Our model,"grid position (0, 0)",0.2517586339214682,-0.022308304460990892,0,0,
Combined,Our model,"grid position (0, 1)",0.2807742879870853,0.15344983549373453,0,1,
Combined,Our model,"grid position (0, 2)",0.11905230049062503,0.3344618687081976,0,2,
Combined,Our model,"grid position (1, 0)",0.026175140803511163,-0.21319561751990246,1,0,
Combined,Our model,"grid position (1, 1)",0.03574292244509596,-0.04319538391468108,1,1,
Combined,Our model,"grid position (1, 2)",-0.07555034277498064,0.07673698888944626,1,2,
Combined,Our model,"grid position (2, 0)",-0.05696418108580239,-0.2671324005508197,2,0,
Combined,Our model,"grid position (2, 1)",-0.051792881070661455,-0.09745877823047062,2,1,
Combined,Our model,"grid position (2, 2)",-0.16348683080735332,0.026439753461549868,2,2,
Combined,Our model,"grid position (0, 0)",0.16926390895782395,-0.022047874890772246,0,0,
Combined,Our model,"grid position (0, 1)",0.24344214698124164,0.21743339939091164,0,1,
Combined,Our model,"grid position (0, 2)",0.062406624693683126,0.42270706573027217,0,2,
Combined,Our model,"grid position (1, 0)",0.05681057882482148,-0.20607835409519606,1,0,
Combined,Our model,"grid position (1, 1)",0.02813701750410864,-0.04944689809261337,1,1,
Combined,Our model,"grid position (1, 2)",-0.2538638791586254,0.2601059108764922,1,2,
Combined,Our model,"grid position (2, 0)",-0.09339784830798889,-0.29522475379248536,2,0,
Combined,Our model,"grid position (2, 1)",-0.1221409389816019,-0.06627970965178469,2,1,
Combined,Our model,"grid position (2, 2)",-0.3280205260056757,0.20627464265404966,2,2,
Combined,Our model,"grid position (0, 0)",0.17796645606644024,0.03529804976943534,0,0,
Combined,Our model,"grid position (0, 1)",0.202552452428353,0.15892645797942254,0,1,
Combined,Our model,"grid position (1, 0)",0.011123300972934904,-0.12868995161533595,1,0,
Combined,Our model,"grid position (1, 1)",-0.008189075658292464,-0.005869394065316386,1,1,
Combined,Our model,"grid position (1, 2)",-0.2785879441117192,0.20325641095478322,1,2,
Combined,Our model,"grid position (2, 0)",-0.11184184667638819,-0.22169024923596053,2,0,
Combined,Our model,"grid position (2, 1)",-0.045183217884479786,-0.11797047530085679,2,1,
Combined,Our model,"grid position (2, 2)",-0.3600207382605549,0.12784704898320853,2,2,
Combined,Our model,"grid position (0, 0)",0.4036704456919937,-0.03708773241176214,0,0,
Combined,Our model,"grid position (0, 1)",0.3727377617787633,0.16731944122369297,0,1,
Combined,Our model,"grid position (1, 0)",0.0726892357449308,-0.18953806108753782,1,0,
Combined,Our model,"grid position (1, 1)",0.0527778895397134,0.0057580695274231965,1,1,
Combined,Our model,"grid position (1, 2)",-0.14122743503315577,0.19785908942568317,1,2,
Combined,Our model,"grid position (2, 0)",-0.00039837769526669946,-0.21920399526653472,2,0,
Combined,Our model,"grid position (2, 1)",0.03758488337238185,-0.1117277542952419,2,1,
Combined,Our model,"grid position (2, 2)",-0.08963782725224495,0.012805637710873037,2,2,
Combined,Our model,"grid position (0, 0)",0.22119497962883877,-0.022225171055118006,0,0,
Combined,Our model,"grid position (0, 1)",0.24701981933746808,0.015412395061895802,0,1,
Combined,Our model,"grid position (0, 2)",0.06820128419319511,0.25754427077698905,0,2,
Combined,Our model,"grid position (1, 0)",0.027040714630178764,-0.2237948867612981,1,0,
Combined,Our model,"grid position (1, 1)",-0.007272467473184933,-0.06418383887289746,1,1,
Combined,Our model,"grid position (1, 2)",-0.21491381615031782,0.19169637764456082,1,2,
Combined,Our model,"grid position (2, 0)",-0.09841869333014298,-0.28377014083015034,2,0,
Combined,Our model,"grid position (2, 1)",-0.14093830278088815,-0.09673243533744408,2,1,
Combined,Our model,"grid position (2, 2)",-0.38900030704964794,0.1835294274159252,2,2,
Combined,Our model,"grid position (0, 0)",0.24106684434340117,-0.056152418738447625,0,0,
Combined,Our model,"grid position (0, 1)",0.3771274941696629,0.09290265301415268,0,1,
Combined,Our model,"grid position (0, 2)",0.07415365261039453,0.3284309632773983,0,2,
Combined,Our model,"grid position (1, 0)",-0.02085393122060216,-0.2168766487868592,1,0,
Combined,Our model,"grid position (1, 1)",0.012283380358028327,0.02442088465554646,1,1,
Combined,Our model,"grid position (1, 2)",-0.19912908152993164,0.13403219295632718,1,2,
Combined,Our model,"grid position (2, 0)",-0.15013853362573656,-0.29495790512388986,2,0,
Combined,Our model,"grid position (2, 1)",-0.1384596962731458,-0.05758806306088801,2,1,
Combined,Our model,"grid position (2, 2)",-0.2452296084245297,0.08205735430537268,2,2,
Combined,Our model,"grid position (0, 0)",0.2218590106542671,0.039762020057777646,0,0,
Combined,Our model,"grid position (0, 1)",0.2657080761883405,0.2244598827251279,0,1,
Combined,Our model,"grid position (0, 2)",0.0464632835709106,0.44274761241241845,0,2,
Combined,Our model,"grid position (1, 0)",0.12618751815899107,-0.24530541455669808,1,0,
Combined,Our model,"grid position (1, 1)",-0.0257294818763016,0.032529544123479935,1,1,
Combined,Our model,"grid position (1, 2)",-0.2672829378783098,0.24170801960213578,1,2,
Combined,Our model,"grid position (2, 0)",-0.04459960545766214,-0.20243543098726738,2,0,
Combined,Our model,"grid position (2, 1)",-0.08882655829534675,-0.06255017453612842,2,1,
Combined,Our model,"grid position (2, 2)",-0.3640330242314541,0.14917331703623826,2,2,
Combined,Our model,"grid position (0, 0)",0.014120863434899879,-0.14343186943530994,0,0,
Combined,Our model,"grid position (0, 1)",0.2768959300345634,-0.19227549037457645,0,1,
Combined,Our model,"grid position (0, 2)",0.012562248661230289,0.13220590057957496,0,2,
Combined,Our model,"grid position (1, 0)",-0.018662341447708414,-0.3036452819414849,1,0,
Combined,Our model,"grid position (1, 1)",-0.05264691364065866,-0.032958698598443234,1,1,
Combined,Our model,"grid position (1, 2)",-0.28332299546542206,0.14275854819509545,1,2,
Combined,Our model,"grid position (2, 0)",-0.1481433853828387,-0.2619582930463715,2,0,
Combined,Our model,"grid position (2, 1)",-0.14011149531441255,-0.12816163678253964,2,1,
Combined,Our model,"grid position (2, 2)",-0.41646016590654966,0.11293745115309053,2,2,
Combined,Our model,"grid position (0, 0)",0.37758628106308845,-0.021816586138470515,0,0,
Combined,Our model,"grid position (0, 1)",0.36568533115789326,0.1614625684803374,0,1,
Combined,Our model,"grid position (0, 2)",0.24003034439958554,0.2434149678384615,0,2,
Combined,Our model,"grid position (1, 0)",0.08949293028719636,-0.24675349671307112,1,0,
Combined,Our model,"grid position (1, 1)",0.057966054620822695,-0.04458873969557985,1,1,
Combined,Our model,"grid position (1, 2)",0.06723241246980631,-0.05258104903698134,1,2,
Combined,Our model,"grid position (2, 0)",-0.06340013697611241,-0.27626377183910983,2,0,
Combined,Our model,"grid position (2, 1)",-0.01944028121749411,-0.13634175205974555,2,1,
Combined,Our model,"grid position (2, 2)",0.03160300339239772,-0.08534374708282,2,2,
Combined,Our model,"grid position (0, 0)",0.2857046914477585,0.024738505809556683,0,0,
Combined,Our model,"grid position (0, 1)",0.3314390950525246,0.23609922800444202,0,1,
Combined,Our model,"grid position (0, 2)",0.03979692083091578,0.39435323552741236,0,2,
Combined,Our model,"grid position (1, 0)",0.0245346349896886,-0.16625211963157074,1,0,
Combined,Our model,"grid position (1, 1)",-0.01368532340240495,0.013135897833565741,1,1,
Combined,Our model,"grid position (1, 2)",-0.1940695258749051,0.2008659750829797,1,2,
Combined,Our model,"grid position (2, 0)",0.11907356056233803,-0.2874918410749608,2,0,
Combined,Our model,"grid position (2, 1)",-0.08490702638486369,-0.06067508434531045,2,1,
Combined,Our model,"grid position (2, 2)",-0.3996380855592698,0.19264833713915086,2,2,
Combined,Our model,"grid position (0, 0)",0.07425750963343725,-0.11623853679217008,0,0,
Combined,Our model,"grid position (0, 1)",0.16218685195904445,-0.02688643592255531,0,1,
Combined,Our model,"grid position (0, 2)",-0.06819374611874203,0.16898318635845397,0,2,
Combined,Our model,"grid position (1, 0)",-0.034606155462166714,-0.22429794975993816,1,0,
Combined,Our model,"grid position (1, 1)",-0.0739015540819072,-0.02307435944100235,1,1,
Combined,Our model,"grid position (1, 2)",-0.32106520383841525,0.15289068537393585,1,2,
Combined,Our model,"grid position (2, 0)",-0.15470171368143784,-0.26070566192331424,2,0,
Combined,Our model,"grid position (2, 1)",-0.16319421932230727,-0.10111756595325588,2,1,
Combined,Our model,"grid position (2, 2)",-0.4035871749140004,0.10693338528431161,2,2,
Combined,Our model,"grid position (0, 1)",0.20980997556973735,0.007160842399270004,0,1,
Combined,Our model,"grid position (0, 2)",0.11512271312087861,0.3021671821118796,0,2,
Combined,Our model,"grid position (1, 0)",-0.008360514016596859,-0.22913513745745326,1,0,
Combined,Our model,"grid position (1, 1)",0.05013543413327906,-0.1307977574971384,1,1,
Combined,Our model,"grid position (1, 2)",-0.16715621182744178,0.13452513607142655,1,2,
Combined,Our model,"grid position (2, 0)",-0.12257314649303742,-0.288664784878601,2,0,
Combined,Our model,"grid position (2, 1)",-0.11794127323563267,-0.11060737701933437,2,1,
Combined,Our model,"grid position (2, 2)",-0.3382189412173443,0.13173413498878933,2,2,
Combined,Our model,"grid position (0, 0)",0.21934162811088287,-0.06419308963177556,0,0,
Combined,Our model,"grid position (0, 1)",0.27958518358057005,-0.10125977919806434,0,1,
Combined,Our model,"grid position (0, 2)",-0.13969962175943143,0.15277673249833248,0,2,
Combined,Our model,"grid position (1, 0)",-0.04018995995302931,-0.23061785704870574,1,0,
Combined,Our model,"grid position (1, 1)",-0.033019397019494176,-0.0450730336462859,1,1,
Combined,Our model,"grid position (1, 2)",-0.23471285278556944,0.14718833985810473,1,2,
Combined,Our model,"grid position (2, 0)",-0.15384110897191777,-0.23261341415335027,2,0,
Combined,Our model,"grid position (2, 1)",-0.17335360579777795,-0.07582672600640021,2,1,
Combined,Our model,"grid position (2, 2)",-0.38574665651518375,0.1242856787604132,2,2,
Combined,Our model,"grid position (0, 0)",0.22998593002507525,-0.0371509990562124,0,0,
Combined,Our model,"grid position (0, 1)",0.2195896560641998,0.08645960447309663,0,1,
Combined,Our model,"grid position (1, 0)",0.021782727148490204,-0.21978492167633762,1,0,
Combined,Our model,"grid position (1, 1)",0.0125358859121024,-0.06527035661078573,1,1,
Combined,Our model,"grid position (1, 2)",-0.18818723243800123,0.07177295964093779,1,2,
Combined,Our model,"grid position (2, 0)",-0.0790325747346352,-0.2135273559064617,2,0,
Combined,Our model,"grid position (2, 1)",-0.027461299895993423,-0.15235078061199425,2,1,
Combined,Our model,"grid position (2, 2)",-0.29933410388499565,0.05207577029740957,2,2,
Combined,Our model,"grid position (0, 0)",0.2612852570328475,0.0018968890844998706,0,0,
Combined,Our model,"grid position (0, 1)",0.2935571975535747,0.23986966598788,0,1,
Combined,Our model,"grid position (0, 2)",0.06103380310701135,0.497852292283624,0,2,
Combined,Our model,"grid position (1, 0)",0.07558349963824113,-0.23505275033186107,1,0,
Combined,Our model,"grid position (1, 1)",0.020658417055434676,0.005029808831173772,1,1,
Combined,Our model,"grid position (1, 2)",-0.18884876338207576,0.23779145938632007,1,2,
Combined,Our model,"grid position (2, 0)",0.0171969520690908,-0.3039055210804857,2,0,
Combined,Our model,"grid position (2, 1)",-0.08085959235799896,-0.07568042986030064,2,1,
Combined,Our model,"grid position (2, 2)",-0.3039247506931285,0.14576274467150616,2,2,
Combined,Our model,"grid position (0, 0)",0.3459235899433618,-0.1618669699941703,0,0,
Combined,Our model,"grid position (0, 1)",0.33623758439673435,0.2673669634795571,0,1,
Combined,Our model,"grid position (0, 2)",0.0476740773590202,0.39050870365154755,0,2,
Combined,Our model,"grid position (1, 0)",0.030946875541716986,-0.16015590447439126,1,0,
Combined,Our model,"grid position (1, 1)",-0.013429212850859256,0.025419022250349456,1,1,
Combined,Our model,"grid position (1, 2)",-0.24842673738550555,0.21525307438286304,1,2,
Combined,Our model,"grid position (2, 0)",-0.10040517653149608,-0.18094837730301264,2,0,
Combined,Our model,"grid position (2, 1)",-0.14540074204789993,-0.06161048084620172,2,1,
Combined,Our model,"grid position (2, 2)",-0.33200756951548216,0.10415507965803124,2,2,
Combined,Our model,"grid position (0, 0)",0.3730523002305046,0.02339095484296226,0,0,
Combined,Our model,"grid position (0, 1)",0.35728055825564375,0.23077830885471567,0,1,
Combined,Our model,"grid position (0, 2)",0.02965291601085797,0.3521875496984636,0,2,
Combined,Our model,"grid position (1, 0)",0.1029444062693469,-0.22560504156588737,1,0,
Combined,Our model,"grid position (1, 1)",0.016593225855609968,0.009586180903351098,1,1,
Combined,Our model,"grid position (1, 2)",-0.15770600780873206,0.16073484332567164,1,2,
Combined,Our model,"grid position (2, 0)",-0.051054239819482546,-0.21817057420384264,2,0,
Combined,Our model,"grid position (2, 1)",-0.11120945805764451,-0.051995162775282,2,1,
Combined,Our model,"grid position (2, 2)",-0.3527656885697199,0.11283332922724032,2,2,
Combined,Our model,"grid position (0, 0)",0.24379603001199168,0.015893405174413917,0,0,
Combined,Our model,"grid position (0, 1)",0.23693928163645,0.18497303796485046,0,1,
Combined,Our model,"grid position (0, 2)",0.013920606622107333,0.3472017159648941,0,2,
Combined,Our model,"grid position (1, 0)",0.033362605466924745,-0.1325890069491662,1,0,
Combined,Our model,"grid position (1, 1)",-0.00728337132552433,0.03193109960931146,1,1,
Combined,Our model,"grid position (1, 2)",-0.1930720481772909,0.17573881811931763,1,2,
Combined,Our model,"grid position (2, 0)",0.0022095637939818173,-0.17342175395954923,2,0,
Combined,Our model,"grid position (2, 1)",0.11116425716635135,-0.2179358621739246,2,1,
Combined,Our model,"grid position (2, 2)",-0.4301719652130352,0.20779279940294101,2,2,
Combined,Our model,"grid position (0, 0)",0.4195947164887784,-0.06248261925850448,0,0,
Combined,Our model,"grid position (0, 1)",0.38179012149175173,0.21966857738750062,0,1,
Combined,Our model,"grid position (0, 2)",0.044187360258690765,0.37401467862740023,0,2,
Combined,Our model,"grid position (1, 0)",0.017797785712359564,-0.1981462594505684,1,0,
Combined,Our model,"grid position (1, 1)",-0.012211281029997717,0.002007945754499881,1,1,
Combined,Our model,"grid position (1, 2)",-0.17711034107244655,0.15551244055488012,1,2,
Combined,Our model,"grid position (2, 0)",0.01017865064290893,-0.33974534064400014,2,0,
Combined,Our model,"grid position (2, 1)",-0.09530272217722419,-0.07121798716573023,2,1,
Combined,Our model,"grid position (2, 2)",-0.3206755416683742,0.14685829452013632,2,2,
Combined,Our model,"grid position (0, 0)",0.27525425790464164,-0.05085695711028288,0,0,
Combined,Our model,"grid position (0, 1)",0.301552644155885,0.12042437340510449,0,1,
Combined,Our model,"grid position (0, 2)",0.09607296097391198,0.12518017199288956,0,2,
Combined,Our model,"grid position (1, 0)",-0.040539803338125,-0.2386637485772891,1,0,
Combined,Our model,"grid position (1, 1)",0.027030430338154294,-0.18475210951714197,1,1,
Combined,Our model,"grid position (1, 2)",-0.039756982417626825,-0.06606485000918769,1,2,
Combined,Our model,"grid position (2, 0)",-0.14833944002763746,-0.3095263282414085,2,0,
Combined,Our model,"grid position (2, 1)",-0.14490035566052928,-0.12498767605748293,2,1,
Combined,Our model,"grid position (2, 2)",-0.3055548195675966,0.016389004218974053,2,2,
Combined,Our model,"grid position (0, 0)",0.1218617354346341,-0.12119781419034663,0,0,
Combined,Our model,"grid position (0, 1)",0.1554785827872697,0.17682612730735298,0,1,
Combined,Our model,"grid position (0, 2)",0.043774773339777036,0.3980943485558144,0,2,
Combined,Our model,"grid position (1, 0)",-0.0025940492893697445,-0.11635842723563149,1,0,
Combined,Our model,"grid position (1, 1)",-0.07934063924150433,0.011632757467165529,1,1,
Combined,Our model,"grid position (1, 2)",-0.3025946318773982,0.20832802640576148,1,2,
Combined,Our model,"grid position (2, 0)",-0.14943458067775145,-0.16246980166194416,2,0,
Combined,Our model,"grid position (2, 1)",-0.18848091689123722,-0.056483641766237734,2,1,
Combined,Our model,"grid position (2, 2)",-0.48889301829531945,0.14957669888542677,2,2,
Combined,Our model,"grid position (0, 0)",0.27394401348644326,0.0018038901983197695,0,0,
Combined,Our model,"grid position (0, 1)",0.35581435323603067,0.12768396238987667,0,1,
Combined,Our model,"grid position (0, 2)",0.1503845203197298,0.3166125294342671,0,2,
Combined,Our model,"grid position (1, 0)",0.036457454360797385,-0.21674163422155318,1,0,
Combined,Our model,"grid position (1, 1)",0.025195494789387443,-0.025821383932902744,1,1,
Combined,Our model,"grid position (1, 2)",-0.14857190483423627,0.09667801315060556,1,2,
Combined,Our model,"grid position (2, 0)",-0.11303414118043266,-0.32540556486207184,2,0,
Combined,Our model,"grid position (2, 1)",-0.03478205853311111,-0.10870226604000702,2,1,
Combined,Our model,"grid position (2, 2)",-0.004086111191156899,-0.12298493134662532,2,2,
Combined,Our model,"grid position (0, 0)",0.20505635998347846,-0.06362320179836065,0,0,
Combined,Our model,"grid position (0, 1)",0.1854719871981528,0.11253189780493297,0,1,
Combined,Our model,"grid position (0, 2)",-0.0859556523590253,0.23698742414551802,0,2,
Combined,Our model,"grid position (1, 0)",0.07739807955314953,-0.2554804036351165,1,0,
Combined,Our model,"grid position (1, 1)",-0.013912736395131815,-0.02847508071172818,1,1,
Combined,Our model,"grid position (1, 2)",-0.2408921466137105,0.15683655789273424,1,2,
Combined,Our model,"grid position (2, 0)",-0.1300190194190514,-0.3101862653574175,2,0,
Combined,Our model,"grid position (2, 1)",-0.1483459291365235,-0.07554127328143352,2,1,
Combined,Our model,"grid position (2, 2)",-0.3712566734299716,0.1289131678853448,2,2,
Combined,Our model,"grid position (0, 0)",0.33584330847417104,-0.24200380786493164,0,0,
Combined,Our model,"grid position (0, 1)",0.15577196918730035,0.10613604516134253,0,1,
Combined,Our model,"grid position (0, 2)",-0.029645364271597755,0.3586704690581592,0,2,
Combined,Our model,"grid position (1, 0)",-0.009873638771951554,-0.20038012678422143,1,0,
Combined,Our model,"grid position (1, 1)",-0.04790505469339397,-0.012533260889349331,1,1,
Combined,Our model,"grid position (1, 2)",-0.26496301525917304,0.14321541992957373,1,2,
Combined,Our model,"grid position (2, 0)",-0.13236565312514328,-0.25281877010101844,2,0,
Combined,Our model,"grid position (2, 1)",-0.14931413935326646,-0.05590291306020315,2,1,
Combined,Our model,"grid position (2, 2)",-0.4394973004803515,0.17895509977424665,2,2,
Combined,Our model,"grid position (0, 0)",0.4050016840403794,-0.05393994999486498,0,0,
Combined,Our model,"grid position (0, 1)",0.21150697176683225,0.1463352771659097,0,1,
Combined,Our model,"grid position (0, 2)",0.0405179051340647,0.29513113395364626,0,2,
Combined,Our model,"grid position (1, 0)",0.11636665436833896,-0.2917133065662894,1,0,
Combined,Our model,"grid position (1, 1)",0.009437320411030776,0.017273965457034093,1,1,
Combined,Our model,"grid position (1, 2)",-0.16531901675834465,0.18237226425396988,1,2,
Combined,Our model,"grid position (2, 0)",-0.055642531571063636,-0.24389904856301034,2,0,
Combined,Our model,"grid position (2, 1)",-0.1229266095244654,-0.10188991904315596,2,1,
Combined,Our model,"grid position (2, 2)",-0.3714703977893466,0.19429227098916127,2,2,
Combined,Our model,"grid position (0, 0)",0.3942168668751775,-0.09707486578318227,0,0,
Combined,Our model,"grid position (0, 1)",0.30739610324285166,0.1607043087726759,0,1,
Combined,Our model,"grid position (0, 2)",0.10105354533359276,0.3454667253968043,0,2,
Combined,Our model,"grid position (1, 0)",0.0095928565328107,-0.26356572921428284,1,0,
Combined,Our model,"grid position (1, 1)",0.1942803681985066,-0.19732466372567084,1,1,
Combined,Our model,"grid position (1, 2)",-0.143138620767059,0.13234054307914728,1,2,
Combined,Our model,"grid position (2, 0)",-0.11037563081275192,-0.28249445600377265,2,0,
Combined,Our model,"grid position (2, 1)",-0.05871792898414297,-0.11327939197523708,2,1,
Combined,Our model,"grid position (2, 2)",-0.24268725287290005,0.05456756618785975,2,2,
Combined,Our model,"grid position (0, 0)",0.34288572833279696,-0.20785874615727284,0,0,
Combined,Our model,"grid position (0, 1)",0.27913541382121804,0.24286530389623107,0,1,
Combined,Our model,"grid position (0, 2)",0.04894371809369759,0.43718005080998024,0,2,
Combined,Our model,"grid position (1, 0)",-0.02673133015994044,-0.1813855259590864,1,0,
Combined,Our model,"grid position (1, 1)",-0.049375214961855714,0.004461141610772521,1,1,
Combined,Our model,"grid position (1, 2)",-0.257571121220756,0.175058100855088,1,2,
Combined,Our model,"grid position (2, 0)",-0.13967167244168824,-0.355693291316289,2,0,
Combined,Our model,"grid position (2, 1)",-0.14629207233823055,-0.06170233526698935,2,1,
Combined,Our model,"grid position (2, 2)",-0.3687777008335771,0.09587377109968416,2,2,
Combined,Our model,"grid position (0, 0)",0.2561424768946229,0.03795319323555894,0,0,
Combined,Our model,"grid position (0, 1)",0.25513546353830585,0.19476399237704295,0,1,
Combined,Our model,"grid position (0, 2)",0.03671212535775326,0.3805714349208,0,2,
Combined,Our model,"grid position (1, 0)",0.029545782021342917,-0.15922052241052384,1,0,
Combined,Our model,"grid position (1, 1)",0.009080390261229141,0.005138599500558746,1,1,
Combined,Our model,"grid position (1, 2)",-0.2073339084072273,0.1951738370909896,1,2,
Combined,Our model,"grid position (2, 0)",-0.057370876337063136,-0.2039944111726879,2,0,
Combined,Our model,"grid position (2, 1)",0.03164847954433603,-0.15885826413704768,2,1,
Combined,Our model,"grid position (2, 2)",-0.18070294994442596,0.056228313686752796,2,2,
Combined,Our model,"grid position (0, 0)",0.23661501575645788,0.0035784945763274764,0,0,
Combined,Our model,"grid position (0, 1)",0.39504681716110374,0.15887141454824788,0,1,
Combined,Our model,"grid position (0, 2)",0.13699881416818113,0.1987305231277383,0,2,
Combined,Our model,"grid position (1, 0)",0.02817687060019207,-0.19634100677338412,1,0,
Combined,Our model,"grid position (1, 1)",0.01126741045873962,-0.05815952927058226,1,1,
Combined,Our model,"grid position (1, 2)",-0.14812920623117268,0.1060221624341172,1,2,
Combined,Our model,"grid position (2, 0)",-0.05620881817989492,-0.3674449445159314,2,0,
